"","continent","Year","Code","Meat.consumption.per.capita..kilograms.per.year.","cgdppc","Mutton...goat..kg.","Beef.and.buffalo..kg.","Pigmeat..kg.","Poultry..kg.","macrocontinent","state","chrstprot","chrstcat","chrstorth","chrstang","chrstothr","chrstgen","judorth","jdcons","judref","judothr","judgen","islmsun","islmshi","islmibd","islmnat","islmalw","islmahm","islmothr","islmgen","budmah","budthr","budothr","budgen","zorogen","hindgen","sikhgen","shntgen","bahgen","taogen","jaingen","confgen","syncgen","anmgen","nonrelig","othrgen","sumrelig","pop","chrstprotpct","chrstcatpct","chrstorthpct","chrstangpct","chrstothrpct","chrstgenpct","judorthpct","judconspct","judrefpct","judothrpct","judgenpct","islmsunpct","islmshipct","islmibdpct","islmnatpct","islmalwpct","islmahmpct","islmothrpct","islmgenpct","budmahpct","budthrpct","budothrpct","budgenpct","zorogenpct","hindgenpct","sikhgenpct","shntgenpct","bahgenpct","taogenpct","jaingenpct","confgenpct","syncgenpct","anmgenpct","nonreligpct","othrgenpct","sumreligpct","total","dualrelig","datatype","sourcereliab","recreliab","reliabilevel","Version","sourcecode","christians_share","jews_share","muslims_share","nonrelig_share","hindus_share","buddists_share","folk_share","other_share","Country","urbanisation","Meat live weight, cattle","Meat live weight, chicken","Meat live weight, goat","Meat live weight, pig","Item","deflated"
"1","Andean Latin America",1961,"ECU",17.71,2908,1.41,8.02,6.49,1,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8578,0,0,0,0,0,0,0,NA,34.4304,NA,NA,NA,NA,NA,NA
"2","Andean Latin America",1961,"BOL",25.85,1250,5.31,11.05,5.42,2.04,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0,0,0,0,0,0,0,NA,37.061,NA,NA,NA,NA,NA,NA
"3","Andean Latin America",1961,"PER",21.84,2641,3.91,6.74,4,2.1,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9248,0,0,0,0,0,0.01608,0,NA,47.8224,NA,NA,NA,NA,NA,NA
"4","Andean Latin America",1962,"ECU",17.7,2964,1.39,7.88,6.64,1.02,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8652,0,0,0,0,0,0,0,NA,34.9828,NA,NA,NA,NA,NA,NA
"5","Andean Latin America",1962,"BOL",26.62,1247,5.37,11.7,5.4,2.01,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0,0,0,0,0,0,0,NA,37.36,NA,NA,NA,NA,NA,NA
"6","Andean Latin America",1962,"PER",21.77,2784,3.82,6.67,4.05,2.12,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9242,0,0,0,0,0,0.01206,0,NA,48.8338,NA,NA,NA,NA,NA,NA
"7","Andean Latin America",1963,"ECU",16.93,2956,1.37,8.6,5.11,1.09,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8726,0,0,0,0,0,0,0,NA,35.5352,NA,NA,NA,NA,NA,NA
"8","Andean Latin America",1963,"BOL",26.38,1309,5.38,11.43,5.38,2.09,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0,0,0,0,0,0,0,NA,37.659,NA,NA,NA,NA,NA,NA
"9","Andean Latin America",1963,"PER",21.65,2886,3.48,6.79,4.13,2.2,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9236,0,0,0,0,0,0.00804,0,NA,49.8452,NA,NA,NA,NA,NA,NA
"10","Andean Latin America",1964,"PER",22.91,2989,3.43,7.6,4.24,2.45,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.923,0,0,0,0,0,0.00402,0,NA,50.8566,NA,NA,NA,NA,NA,NA
"11","Andean Latin America",1964,"BOL",25.71,1358,5.21,11.12,5.35,2.04,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0,0,0,0,0,0,0,NA,37.958,NA,NA,NA,NA,NA,NA
"12","Andean Latin America",1964,"ECU",17.02,3080,1.35,8.55,5.25,1.13,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,0,0,0,0,0,0,0,NA,36.0876,NA,NA,NA,NA,NA,NA
"13","Andean Latin America",1965,"PER",20.92,3148,3.49,6.95,3.79,3.35,"Americas",135,128000,10893650,0,0,0,11021650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445350,11021650,11467000,0.0112,0.95,0,0,0,0.9612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388,0.9612,1,0,234,5,10,"Medium",1.1,15,1.9224,0,0,0,0,0,0,0,"Peru",51.868,NA,NA,NA,NA,NA,NA
"14","Andean Latin America",1965,"BOL",25.82,1397,5.04,11.22,5.64,2.05,"Americas",145,18740,3523120,0,0,0,3541860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206140,3541860,3748000,0.005,0.94,0,0,0,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.945,1,0,24,8,24,"Medium",1.1,20,1.89,0,0,0,0,0,0,0,"Bolivia (Plurinational State of)",38.257,NA,NA,NA,NA,NA,NA
"15","Andean Latin America",1965,"ECU",17.32,3267,1.32,8.64,5.38,1.26,"Americas",130,19200,4835360,0,0,0,4854560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289440,4854560,5144000,0.0037,0.94,0,0,0,0.9437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563,0.9437,1,0,234,5,10,"Medium",1.1,15,1.8874,0,0,0,0,0,0,0,"Ecuador",36.64,NA,NA,NA,NA,NA,NA
"16","Andean Latin America",1966,"ECU",17.15,3293,1.29,8.65,5.28,1.23,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90328,8e-05,0,0.00032,0,8e-05,0.00084,0.00034,NA,37.1676,9956870134.92735,13973480953.5685,15493881558.4767,17575777576.6748,"Cereals, nes",93275478.2754783
"17","Andean Latin America",1966,"PER",20.93,3310,3.81,6.91,3.65,3.32,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93212,8e-05,0,0.00026,0,0.00032,0.00122,0.00012,NA,52.9756,9956870134.92735,13973480953.5685,15493881558.4767,17575777576.6748,"Cereals, nes",93275478.2754783
"18","Andean Latin America",1966,"BOL",26.45,1488,4.92,11.39,5.57,2.71,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.892,8e-05,4e-05,0.0013,0,2e-04,0.00166,0.00224,NA,38.5608,9956870134.92735,13973480953.5685,15493881558.4767,17575777576.6748,"Cereals, nes",93275478.2754783
"19","Andean Latin America",1967,"BOL",26.67,1546,4.88,11.52,5.5,2.93,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.894,0.00016,8e-05,0.0026,0,4e-04,0.00332,0.00448,NA,38.8646,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",86024381.024381
"20","Andean Latin America",1967,"ECU",16.97,3396,1.29,8.53,5.17,1.29,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91916,0.00016,0,0.00064,0,0.00016,0.00168,0.00068,NA,37.6952,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",86024381.024381
"21","Andean Latin America",1967,"PER",20.59,3409,3.27,7.04,3.62,3.58,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94184,0.00016,0,0.00052,0,0.00064,0.00244,0.00024,NA,54.0832,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",86024381.024381
"22","Andean Latin America",1968,"ECU",17.09,3514,1.28,8.76,5.12,1.26,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93504,0.00024,0,0.00096,0,0.00024,0.00252,0.00102,NA,38.2228,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",107448077.448077
"23","Andean Latin America",1968,"BOL",27.33,1683,4.81,11.84,5.8,3.11,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896,0.00024,0.00012,0.0039,0,6e-04,0.00498,0.00672,NA,39.1684,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",107448077.448077
"24","Andean Latin America",1968,"PER",20.28,3270,3.24,6.86,3.52,3.66,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95156,0.00024,0,0.00078,0,0.00096,0.00366,0.00036,NA,55.1908,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",107448077.448077
"25","Andean Latin America",1969,"BOL",27.81,1713,4.74,11.97,6.1,3.33,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.898,0.00032,0.00016,0.0052,0,8e-04,0.00664,0.00896,NA,39.4722,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",114699174.699175
"26","Andean Latin America",1969,"ECU",17.3,3598,1.26,9.06,5,1.33,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95092,0.00032,0,0.00128,0,0.00032,0.00336,0.00136,NA,38.7504,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",114699174.699175
"27","Andean Latin America",1969,"PER",20.96,3283,3.21,6.92,3.74,3.91,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96128,0.00032,0,0.00104,0,0.00128,0.00488,0.00048,NA,56.2984,13639488.4607078,36944372.3074294,21410429.5526041,20564864.8079938,"Cereals, nes",114699174.699175
"28","Andean Latin America",1970,"ECU",18.66,3778,1.24,10.28,4.97,1.54,"Americas",130,72190,5749858,500,255,48224,5871027,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,8200,0,0,0,2000,25000,9500,52273,5917727,5970000,0.0121,0.9631,1e-04,0,0.0081,0.9834,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0.0014,0,0,0,3e-04,0.0042,0.0016,0.0088,0.9912,1.0001,0,234,9,28,"Low",1.1,2,1.9668,4e-04,0,0.0016,0,4e-04,0.0042,0.0017,"Ecuador",39.278,16251305.3999923,45580719.0805947,25692515.4631249,23855243.1772729,"Cereals, nes",100196980.19698
"29","Andean Latin America",1970,"BOL",29.26,1759,4.62,12.73,6.53,3.68,"Americas",145,21060,3980340,0,0,0,4001400,0,0,0,998,998,0,0,0,0,0,0,250,250,0,0,1998,1998,0,0,0,0,46964,0,0,0,50,34959,27483,97898,4114102,4212000,0.005,0.945,0,0,0,0.95,0,0,0,2e-04,2e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,5e-04,5e-04,0,0,0,0,0.0112,0,0,0,0,0.0083,0.0065,0.0232,0.9768,1,0,24,4,5,"Medium",1.1,7,1.9,4e-04,2e-04,0.0065,0,0.001,0.0083,0.0112,"Bolivia (Plurinational State of)",39.776,16251305.3999923,45580719.0805947,25692515.4631249,23855243.1772729,"Cereals, nes",100196980.19698
"30","Andean Latin America",1970,"PER",21.14,3439,3.11,7.08,3.53,4.28,"Americas",135,190496,12769151,1250,1250,39460,13001607,0,0,0,2500,2500,0,0,0,0,0,0,150,150,0,0,10000,10000,0,0,0,0,6750,0,0,0,1500,80000,16500,73993,13119007,13193000,0.0144,0.9679,1e-04,1e-04,0.003,0.9855,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,8e-04,8e-04,0,0,0,0,5e-04,0,0,0,1e-04,0.0061,0.0013,0.0056,0.9944,1.0001,0,234,4,10,"Medium",1.1,7,1.971,4e-04,0,0.0013,0,0.0016,0.0061,6e-04,"Peru",57.406,16251305.3999923,45580719.0805947,25692515.4631249,23855243.1772729,"Cereals, nes",100196980.19698
"31","Andean Latin America",1971,"ECU",17.19,3884,1.23,8.71,4.94,1.7,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94778,0.00032,0,0.00128,0,0.00032,0.00336,0.00136,NA,39.895,16251305.3999923,45580719.0805947,25692515.4631249,23855243.1772729,"Cereals, nes",107448077.448077
"32","Andean Latin America",1971,"PER",21.13,3543,3.11,6.95,3.97,4.59,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96076,0.00032,0,0.00132,0,0.00128,0.006,0.00048,NA,58.217,16251305.3999923,45580719.0805947,25692515.4631249,23855243.1772729,"Cereals, nes",107448077.448077
"33","Andean Latin America",1971,"BOL",28.43,1809,4.94,10.9,6.69,4.22,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91268,0.00032,0.00016,0.00734,0,8e-04,0.00778,0.00896,NA,40.0836,16251305.3999923,45580719.0805947,25692515.4631249,23855243.1772729,"Cereals, nes",107448077.448077
"34","Andean Latin America",1972,"ECU",17.32,3864,1.22,8.74,4.96,1.8,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92876,0.00024,0,0.00096,0,0.00024,0.00252,0.00102,NA,40.512,15429266.8229713,42873176.9107868,24392912.8569608,22786396.1233184,"Cereals, nes",151970345.09558
"35","Andean Latin America",1972,"PER",20.74,3523,2.58,6.45,3.89,5.38,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95052,0.00024,0,0.00134,0,0.00096,0.0059,0.00036,NA,59.028,15429266.8229713,42873176.9107868,24392912.8569608,22786396.1233184,"Cereals, nes",151970345.09558
"36","Andean Latin America",1972,"BOL",30.61,1757,4.93,12.81,6.82,4.38,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92536,0.00024,0.00012,0.00818,0,6e-04,0.00726,0.00672,NA,40.3912,15429266.8229713,42873176.9107868,24392912.8569608,22786396.1233184,"Cereals, nes",151970345.09558
"37","Andean Latin America",1973,"BOL",31.26,1897,4.93,13.19,6.98,4.52,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93804,0.00016,8e-05,0.00902,0,4e-04,0.00674,0.00448,NA,40.6988,12777306.0653116,35607126.875869,20338303.0952473,19046702.9741923,"Cereals, nes",204096101.637331
