"Year","SSP_Scenario","Scenario_region","Population","Type","Total_kg","total_Kt"
2040,"SSP4","Central Europe",1646655145.30006,"beef_tot",14807984084.1965,14807.9840841965
2040,"SSP5","East Asia",1335860194.28455,"beef_tot",14084520935.8668,14084.5209358668
2040,"SSP5","Central Europe",1335860194.28455,"beef_tot",15695525789.388,15695.525789388
2040,"SSP5","Central Latin America",1335860194.28455,"beef_tot",18320885881.4569,18320.8858814569
2040,"SSP5","North Africa and Middle East",1335860194.28455,"beef_tot",11957567255.3958,11957.5672553958
2045,"SSP1","Central Europe",1424136935.72288,"beef_tot",16946703107.405,16946.703107405
2045,"SSP1","East Asia",1424136935.72288,"beef_tot",15649852597.9532,15649.8525979532
2045,"SSP1","North Africa and Middle East",1424136935.72288,"beef_tot",12776637358.5938,12776.6373585938
2045,"SSP1","Central Latin America",1424136935.72288,"beef_tot",19905684738.8349,19905.6847388349
2045,"SSP2","North Africa and Middle East",1605175585.1326,"beef_tot",12982438745.7166,12982.4387457166
2045,"SSP2","Central Europe",1605175585.1326,"beef_tot",17620092567.6033,17620.0925676033
2045,"SSP2","Central Latin America",1605175585.1326,"beef_tot",16813684259.6823,16813.6842596823
2045,"SSP2","East Asia",1605175585.1326,"beef_tot",14950105935.5282,14950.1059355282
2045,"SSP3","North Africa and Middle East",1830109832.57829,"beef_tot",12189442560.125,12189.442560125
2045,"SSP3","Central Latin America",1830109832.57829,"beef_tot",13895408671.4838,13895.4086714838
2045,"SSP3","East Asia",1830109832.57829,"beef_tot",12971313012.6217,12971.3130126217
2045,"SSP3","Central Europe",1830109832.57829,"beef_tot",16665399782.5474,16665.3997825474
2045,"SSP4","Central Latin America",1811950674.46014,"beef_tot",15025422979.7583,15025.4229797583
2045,"SSP4","East Asia",1811950674.46014,"beef_tot",14322869276.1532,14322.8692761532
2045,"SSP4","North Africa and Middle East",1811950674.46014,"beef_tot",12735861593.1705,12735.8615931705
2045,"SSP4","Central Europe",1811950674.46014,"beef_tot",17630292559.2046,17630.2925592046
2045,"SSP5","East Asia",1405100374.06876,"beef_tot",16403342534.5342,16403.3425345342
2045,"SSP5","Central Europe",1405100374.06876,"beef_tot",17078520396.0933,17078.5203960933
2045,"SSP5","Central Latin America",1405100374.06876,"beef_tot",21373057258.347,21373.057258347
2045,"SSP5","North Africa and Middle East",1405100374.06876,"beef_tot",13296824595.6906,13296.8245956906
2050,"SSP1","Central Europe",1488035847.16757,"beef_tot",17906783822.8529,17906.7838228529
2050,"SSP1","East Asia",1488035847.16757,"beef_tot",17264910425.2905,17264.9104252905
2050,"SSP1","North Africa and Middle East",1488035847.16757,"beef_tot",13843325982.8192,13843.3259828192
2050,"SSP1","Central Latin America",1488035847.16757,"beef_tot",22325475571.4203,22325.4755714203
2050,"SSP2","North Africa and Middle East",1714457208.77821,"beef_tot",14476306579.8842,14476.3065798842
2050,"SSP2","Central Europe",1714457208.77821,"beef_tot",18943410247.2598,18943.4102472598
2050,"SSP2","Central Latin America",1714457208.77821,"beef_tot",19931602679.6484,19931.6026796484
2050,"SSP2","East Asia",1714457208.77821,"beef_tot",16474819154.6606,16474.8191546606
2050,"SSP3","North Africa and Middle East",2004913219.23997,"beef_tot",14136101074.2074,14136.1010742074
2050,"SSP3","Central Latin America",2004913219.23997,"beef_tot",16737538749.0494,16737.5387490495
2050,"SSP3","East Asia",2004913219.23997,"beef_tot",14864870830.9753,14864.8708309753
2050,"SSP3","Central Europe",2004913219.23997,"beef_tot",18787215482.7473,18787.2154827473
2050,"SSP4","Central Latin America",1981120263.91221,"beef_tot",17916191515.91,17916.19151591
2050,"SSP4","East Asia",1981120263.91221,"beef_tot",16400717705.3451,16400.7177053451
2050,"SSP4","North Africa and Middle East",1981120263.91221,"beef_tot",14734585178.2367,14734.5851782367
2050,"SSP4","Central Europe",1981120263.91221,"beef_tot",19950851948.0338,19950.8519480338
2050,"SSP5","East Asia",1464277473.14625,"beef_tot",17740484016.691,17740.484016691
2050,"SSP5","Central Europe",1464277473.14625,"beef_tot",17690517314.3498,17690.5173143498
2050,"SSP5","Central Latin America",1464277473.14625,"beef_tot",21964500072.1907,21964.5000721907
