"Year","SSP_Scenario","Scenario_region","Population","Type","Total_kg","total_Kt"
2050,"SSP5","North Africa and Middle East",1464277473.14625,"beef_tot",13915807166.3239,13915.8071663239
2015,"SSP1","Central Europe",900712443.824514,"poultry_tot",4546983010.44651,4546.98301044651
2015,"SSP1","East Asia",900712443.824514,"poultry_tot",4510810527.37572,4510.81052737572
2015,"SSP1","North Africa and Middle East",900712443.824514,"poultry_tot",3907841023.84159,3907.84102384159
2015,"SSP1","Central Latin America",900712443.824514,"poultry_tot",5225096965.88272,5225.09696588272
2015,"SSP2","North Africa and Middle East",910603596.138927,"poultry_tot",3939067163.62393,3939.06716362393
2015,"SSP2","Central Europe",910603596.138927,"poultry_tot",4590947742.54329,4590.94774254329
2015,"SSP2","Central Latin America",910603596.138927,"poultry_tot",5283702978.95473,5283.70297895473
2015,"SSP2","East Asia",910603596.138927,"poultry_tot",4557445219.74686,4557.44521974686
2015,"SSP3","North Africa and Middle East",918630017.638777,"poultry_tot",3955813268.84234,3955.81326884234
2015,"SSP3","Central Latin America",918630017.638777,"poultry_tot",5319738145.74451,5319.73814574451
2015,"SSP3","East Asia",918630017.638777,"poultry_tot",4589239225.03379,4589.23922503379
2015,"SSP3","Central Europe",918630017.638777,"poultry_tot",4622219322.1874,4622.2193221874
2015,"SSP4","Central Latin America",918135325.131269,"poultry_tot",5317667594.49254,5317.66759449254
2015,"SSP4","East Asia",918135325.131269,"poultry_tot",4572288695.93604,4572.28869593604
2015,"SSP4","North Africa and Middle East",918135325.131269,"poultry_tot",3948168698.52579,3948.16869852579
2015,"SSP4","Central Europe",918135325.131269,"poultry_tot",4619730205.54323,4619.73020554323
2015,"SSP5","East Asia",900141094.224691,"poultry_tot",4503136834.3747,4503.1368343747
2015,"SSP5","Central Europe",900141094.224691,"poultry_tot",4543758465.97066,4543.75846597066
2015,"SSP5","Central Latin America",900141094.224691,"poultry_tot",5218994532.05472,5218.99453205472
2015,"SSP5","North Africa and Middle East",900141094.224691,"poultry_tot",3906215236.6891,3906.2152366891
2020,"SSP1","Central Europe",996712840.31437,"poultry_tot",5552687490.47999,5552.68749047999
2020,"SSP1","East Asia",996712840.31437,"poultry_tot",5596901798.64304,5596.90179864304
2020,"SSP1","North Africa and Middle East",996712840.31437,"poultry_tot",4878826851.62005,4878.82685162005
2020,"SSP1","Central Latin America",996712840.31437,"poultry_tot",6588837552.52217,6588.83755252217
2020,"SSP2","North Africa and Middle East",1022193524.96734,"poultry_tot",4935114196.69982,4935.11419669982
2020,"SSP2","Central Europe",1022193524.96734,"poultry_tot",5625521028.02048,5625.52102802048
2020,"SSP2","Central Latin America",1022193524.96734,"poultry_tot",6686742258.72754,6686.74225872754
2020,"SSP2","East Asia",1022193524.96734,"poultry_tot",5600277496.50053,5600.27749650053
2020,"SSP3","North Africa and Middle East",1045757432.98215,"poultry_tot",4957499286.44418,4957.49928644418
2020,"SSP3","Central Latin America",1045757432.98215,"poultry_tot",6715889640.9702,6715.8896409702
2020,"SSP3","East Asia",1045757432.98215,"poultry_tot",5579993614.98306,5579.99361498306
2020,"SSP3","Central Europe",1045757432.98215,"poultry_tot",5722189780.61135,5722.18978061135
2020,"SSP4","Central Latin America",1044232336.73396,"poultry_tot",6691297488.75919,6691.29748875919
2020,"SSP4","East Asia",1044232336.73396,"poultry_tot",5576827946.86649,5576.82794686649
2020,"SSP4","North Africa and Middle East",1044232336.73396,"poultry_tot",4952438544.61943,4952.43854461943
2020,"SSP4","Central Europe",1044232336.73396,"poultry_tot",5719471990.20273,5719.47199020273
2020,"SSP5","East Asia",994750142.535825,"poultry_tot",5612769717.28856,5612.76971728856
2020,"SSP5","Central Europe",994750142.535825,"poultry_tot",5544197689.91142,5544.19768991142
2020,"SSP5","Central Latin America",994750142.535825,"poultry_tot",6617102832.69156,6617.10283269156
2020,"SSP5","North Africa and Middle East",994750142.535825,"poultry_tot",4911868111.5859,4911.8681115859
2025,"SSP1","Central Europe",1091533249.81059,"poultry_tot",7159967535.20241,7159.96753520241
2025,"SSP1","East Asia",1091533249.81059,"poultry_tot",7399287932.81584,7399.28793281584
2025,"SSP1","North Africa and Middle East",1091533249.81059,"poultry_tot",6654215362.72971,6654.21536272971
2025,"SSP1","Central Latin America",1091533249.81059,"poultry_tot",9054732074.53408,9054.73207453408
2025,"SSP2","North Africa and Middle East",1137645211.04193,"poultry_tot",6260070029.71683,6260.07002971683
2025,"SSP2","Central Europe",1137645211.04193,"poultry_tot",6853275283.94043,6853.27528394043
2025,"SSP2","Central Latin America",1137645211.04193,"poultry_tot",8348551054.34183,8348.55105434183
2025,"SSP2","East Asia",1137645211.04193,"poultry_tot",6896216113.24753,6896.21611324753
2025,"SSP3","North Africa and Middle East",1185186940.95101,"poultry_tot",6101045162.87471,6101.04516287471
2025,"SSP3","Central Latin America",1185186940.95101,"poultry_tot",8294694996.96503,8294.69499696503
2025,"SSP3","East Asia",1185186940.95101,"poultry_tot",6647159100.64947,6647.15910064947
2025,"SSP3","Central Europe",1185186940.95101,"poultry_tot",6892333634.34516,6892.33363434516
2025,"SSP4","Central Latin America",1181892226.26957,"poultry_tot",8271812286.3,8271.8122863
2025,"SSP4","East Asia",1181892226.26957,"poultry_tot",6628680587.32635,6628.68058732635
2025,"SSP4","North Africa and Middle East",1181892226.26957,"poultry_tot",6084084797.90975,6084.08479790975
2025,"SSP4","Central Europe",1181892226.26957,"poultry_tot",6873173557.54224,6873.17355754224
2025,"SSP5","East Asia",1087101836.11198,"poultry_tot",7708513188.61288,7708.51318861288
2025,"SSP5","Central Europe",1087101836.11198,"poultry_tot",7397263198.31251,7397.26319831251
2025,"SSP5","Central Latin America",1087101836.11198,"poultry_tot",9694312255.38585,9694.31225538585
2025,"SSP5","North Africa and Middle East",1087101836.11198,"poultry_tot",6918007663.00959,6918.00766300959
2030,"SSP1","Central Europe",1181202385.29684,"poultry_tot",9949877440.21362,9949.87744021362
2030,"SSP1","East Asia",1181202385.29684,"poultry_tot",10013813202.002,10013.813202002
2030,"SSP1","North Africa and Middle East",1181202385.29684,"poultry_tot",9625441905.82949,9625.44190582949
2030,"SSP1","Central Latin America",1181202385.29684,"poultry_tot",13679485460.8408,13679.4854608408
2030,"SSP2","North Africa and Middle East",1255444397.1806,"poultry_tot",8629995036.30457,8629.99503630457
2030,"SSP2","Central Europe",1255444397.1806,"poultry_tot",9118290843.30304,9118.29084330304
2030,"SSP2","Central Latin America",1255444397.1806,"poultry_tot",11609073586.0411,11609.0735860411
2030,"SSP2","East Asia",1255444397.1806,"poultry_tot",9131896976.0355,9131.8969760355
2030,"SSP3","North Africa and Middle East",1337405242.76044,"poultry_tot",7725881125.58731,7725.88112558731
2030,"SSP3","Central Latin America",1337405242.76044,"poultry_tot",10098452153.914,10098.452153914
2030,"SSP3","East Asia",1337405242.76044,"poultry_tot",8033297317.5891,8033.2973175891
2030,"SSP3","Central Europe",1337405242.76044,"poultry_tot",8430328465.44035,8430.32846544035
2030,"SSP4","Central Latin America",1331684743.97647,"poultry_tot",10161748128.4798,10161.7481284798
2030,"SSP4","East Asia",1331684743.97647,"poultry_tot",8134451263.47706,8134.45126347706
2030,"SSP4","North Africa and Middle East",1331684743.97647,"poultry_tot",7821317316.87053,7821.31731687053
2030,"SSP4","Central Europe",1331684743.97647,"poultry_tot",8434903401.87942,8434.90340187942
2030,"SSP5","East Asia",1173819717.37501,"poultry_tot",10162173305.271,10162.1733052709
2030,"SSP5","Central Europe",1173819717.37501,"poultry_tot",10264109630.8116,10264.1096308116
2030,"SSP5","Central Latin America",1173819717.37501,"poultry_tot",13626856297.5473,13626.8562975473
2030,"SSP5","North Africa and Middle East",1173819717.37501,"poultry_tot",9935333911.86824,9935.33391186824
2035,"SSP1","Central Europe",1268628968.5527,"poultry_tot",12208521997.2391,12208.5219972391
2035,"SSP1","East Asia",1268628968.5527,"poultry_tot",11930836484.1576,11930.8364841576
2035,"SSP1","North Africa and Middle East",1268628968.5527,"poultry_tot",12028758903.4895,12028.7589034895
2035,"SSP1","Central Latin America",1268628968.5527,"poultry_tot",15384518218.4505,15384.5182184505
2035,"SSP2","North Africa and Middle East",1373973759.14438,"poultry_tot",11698465996.6958,11698.4659966958
2035,"SSP2","Central Europe",1373973759.14438,"poultry_tot",11942688223.962,11942.688223962
2035,"SSP2","Central Latin America",1373973759.14438,"poultry_tot",16094941422.4339,16094.9414224339
2035,"SSP2","East Asia",1373973759.14438,"poultry_tot",11836285204.3634,11836.2852043634
2035,"SSP3","North Africa and Middle East",1495467392.44111,"poultry_tot",9894056485.56315,9894.05648556315
2035,"SSP3","Central Latin America",1495467392.44111,"poultry_tot",12279634431.5469,12279.6344315469
2035,"SSP3","East Asia",1495467392.44111,"poultry_tot",9819741174.04275,9819.74117404275
2035,"SSP3","Central Europe",1495467392.44111,"poultry_tot",10407970288.4045,10407.9702884045
2035,"SSP4","Central Latin America",1486389922.16878,"poultry_tot",12618439546.6065,12618.4395466065
2035,"SSP4","East Asia",1486389922.16878,"poultry_tot",10073657127.7171,10073.6571277171
2035,"SSP4","North Africa and Middle East",1486389922.16878,"poultry_tot",10055210781.0513,10055.2107810513
2035,"SSP4","Central Europe",1486389922.16878,"poultry_tot",10622498926.7966,10622.4989267966
2035,"SSP5","East Asia",1257851769.39312,"poultry_tot",12549246190.4653,12549.2461904653
2035,"SSP5","Central Europe",1257851769.39312,"poultry_tot",12768726015.3697,12768.7260153697
2035,"SSP5","Central Latin America",1257851769.39312,"poultry_tot",15561070131.6845,15561.0701316845
2035,"SSP5","North Africa and Middle East",1257851769.39312,"poultry_tot",12940783226.3044,12940.7832263044
2040,"SSP1","Central Europe",1350538145.01664,"poultry_tot",14736682854.6936,14736.6828546936
2040,"SSP1","East Asia",1350538145.01664,"poultry_tot",14484479175.8968,14484.4791758968
2040,"SSP1","North Africa and Middle East",1350538145.01664,"poultry_tot",14740093574.4675,14740.0935744675
2040,"SSP1","Central Latin America",1350538145.01664,"poultry_tot",17349372457.683,17349.372457683
2040,"SSP2","North Africa and Middle East",1491265642.64493,"poultry_tot",14314186835.3247,14314.1868353247
2040,"SSP2","Central Europe",1491265642.64493,"poultry_tot",14398634965.8515,14398.6349658515
2040,"SSP2","Central Latin America",1491265642.64493,"poultry_tot",17953125388.0633,17953.1253880633
2040,"SSP2","East Asia",1491265642.64493,"poultry_tot",13817657985.81,13817.65798581
2040,"SSP3","North Africa and Middle East",1659910200.50307,"poultry_tot",11920820528.4384,11920.8205284384
2040,"SSP3","Central Latin America",1659910200.50307,"poultry_tot",14391599476.9045,14391.5994769045
2040,"SSP3","East Asia",1659910200.50307,"poultry_tot",11778212926.8604,11778.2129268604
2040,"SSP3","Central Europe",1659910200.50307,"poultry_tot",12565828335.3457,12565.8283353457
2040,"SSP4","Central Latin America",1646655145.30006,"poultry_tot",15246615468.5534,15246.6154685534
2040,"SSP4","East Asia",1646655145.30006,"poultry_tot",12290354517.4804,12290.3545174804
2040,"SSP4","North Africa and Middle East",1646655145.30006,"poultry_tot",12505444663.854,12505.444663854
2040,"SSP4","Central Europe",1646655145.30006,"poultry_tot",12957401271.7226,12957.4012717226
2040,"SSP5","East Asia",1335860194.28455,"poultry_tot",16737692603.4794,16737.6926034794
2040,"SSP5","Central Europe",1335860194.28455,"poultry_tot",16122554778.8356,16122.5547788356
2040,"SSP5","Central Latin America",1335860194.28455,"poultry_tot",18611892189.4714,18611.8921894714
2040,"SSP5","North Africa and Middle East",1335860194.28455,"poultry_tot",16049552775.7548,16049.5527757548
2045,"SSP1","Central Europe",1424136935.72288,"poultry_tot",17835959906.7,17835.9599067
2045,"SSP1","East Asia",1424136935.72288,"poultry_tot",18404567951.6441,18404.5679516441
2045,"SSP1","North Africa and Middle East",1424136935.72288,"poultry_tot",18057793789.4983,18057.7937894983
2045,"SSP1","Central Latin America",1424136935.72288,"poultry_tot",20625706372.8812,20625.7063728812
2045,"SSP2","North Africa and Middle East",1605175585.1326,"poultry_tot",17196452728.9913,17196.4527289913
2045,"SSP2","Central Europe",1605175585.1326,"poultry_tot",16443956122.1716,16443.9561221716
2045,"SSP2","Central Latin America",1605175585.1326,"poultry_tot",19815751967.2454,19815.7519672454
2045,"SSP2","East Asia",1605175585.1326,"poultry_tot",15855825851.7757,15855.8258517757
2045,"SSP3","North Africa and Middle East",1830109832.57829,"poultry_tot",14405903015.8937,14405.9030158937
2045,"SSP3","Central Latin America",1830109832.57829,"poultry_tot",17311902885.9619,17311.9028859619
