,,,,2020,2030,2040,2050
Fossil Fuels [EJ],Central Latin America,SSP5,optimistic,-0.07735248640862037,-0.07765631278640112,-0.07814191926893702,-0.0785803367588986
Fossil Fuels [EJ],East Asia,SSP1,pessimistic,-0.07961841952481975,-0.08221641174570056,-0.08621852378468098,-0.09009377708037418
Fossil Fuels [EJ],East Asia,SSP1,baseline,-0.07961841952481975,-0.08221641174570056,-0.08621852378468098,-0.09009377708037418
Fossil Fuels [EJ],East Asia,SSP1,optimistic,-0.07964626698129706,-0.08225943332484,-0.086270772245206,-0.09015891950135861
Fossil Fuels [EJ],East Asia,SSP2,pessimistic,-0.07961790435751132,-0.08224714464579866,-0.08624417068886098,-0.09020117110953425
Fossil Fuels [EJ],East Asia,SSP2,baseline,-0.07961790435751132,-0.08224714464579866,-0.08624417068886098,-0.09020117110953425
Fossil Fuels [EJ],East Asia,SSP2,optimistic,-0.07964581304618959,-0.08228773255175764,-0.08629497493717601,-0.09026020248860456
Fossil Fuels [EJ],East Asia,SSP3,pessimistic,-0.07961392415000987,-0.08230115853568998,-0.08633902530513715,-0.09034911607896338
Fossil Fuels [EJ],East Asia,SSP3,baseline,-0.07961392415000987,-0.08230115853568998,-0.08633902530513715,-0.09034911607896338
Fossil Fuels [EJ],East Asia,SSP3,optimistic,-0.07964220650534812,-0.08233722469622029,-0.08638335666242,-0.09040010422627187
Fossil Fuels [EJ],East Asia,SSP4,pessimistic,-0.0796142933549912,-0.08229781352518818,-0.08631307605263226,-0.0902478822935121
Fossil Fuels [EJ],East Asia,SSP4,baseline,-0.0796142933549912,-0.08229781352518818,-0.08631307605263226,-0.0902478822935121
Fossil Fuels [EJ],East Asia,SSP4,optimistic,-0.07964254442178974,-0.08233414781505051,-0.08635926785016679,-0.0903046925367936
Fossil Fuels [EJ],East Asia,SSP5,pessimistic,-0.0796173669801844,-0.08220595865522512,-0.08615334217569193,-0.09004350132000717
Fossil Fuels [EJ],East Asia,SSP5,baseline,-0.0796173669801844,-0.08220595865522512,-0.08615334217569193,-0.09004350132000717
Fossil Fuels [EJ],East Asia,SSP5,optimistic,-0.0796452949606881,-0.08224978545974786,-0.08621010955937984,-0.09011109574553042
Fossil Fuels [EJ],North Africa and Middle East,SSP1,pessimistic,-0.07692593912031857,-0.07682560173580193,-0.076744520952724,-0.0766123026265282
Fossil Fuels [EJ],North Africa and Middle East,SSP1,baseline,-0.07692593912031857,-0.07682560173580193,-0.076744520952724,-0.0766123026265282
Fossil Fuels [EJ],North Africa and Middle East,SSP1,optimistic,-0.07694758770204872,-0.07685936329687724,-0.07678960044233643,-0.07667273602117113
Fossil Fuels [EJ],North Africa and Middle East,SSP2,pessimistic,-0.0769234953462497,-0.07683503962315857,-0.07674945341961514,-0.07663191015097245
Fossil Fuels [EJ],North Africa and Middle East,SSP2,baseline,-0.0769234953462497,-0.07683503962315857,-0.07674945341961514,-0.07663191015097245
Fossil Fuels [EJ],North Africa and Middle East,SSP2,optimistic,-0.0769454052143077,-0.07686764544906068,-0.07679385648968855,-0.07669085920276093
Fossil Fuels [EJ],North Africa and Middle East,SSP3,pessimistic,-0.07691879032817955,-0.07685990894610922,-0.07678066767103844,-0.07666926616103953
Fossil Fuels [EJ],North Africa and Middle East,SSP3,baseline,-0.07691879032817955,-0.07685990894610922,-0.07678066767103844,-0.07666926616103953
Fossil Fuels [EJ],North Africa and Middle East,SSP3,optimistic,-0.076941176857478,-0.07688987178501819,-0.0768213972572538,-0.07672389490243989
Fossil Fuels [EJ],North Africa and Middle East,SSP4,pessimistic,-0.07691886261330985,-0.07685968750074966,-0.07676951688022632,-0.07663378175002807
Fossil Fuels [EJ],North Africa and Middle East,SSP4,baseline,-0.07691886261330985,-0.07685968750074966,-0.07676951688022632,-0.07663378175002807
Fossil Fuels [EJ],North Africa and Middle East,SSP4,optimistic,-0.07694124127106393,-0.07688966181521592,-0.07681140930252903,-0.07669240194244983
Fossil Fuels [EJ],North Africa and Middle East,SSP5,pessimistic,-0.07692587639375978,-0.07682168071432213,-0.07671845790300771,-0.0765924700221901
Fossil Fuels [EJ],North Africa and Middle East,SSP5,baseline,-0.07692587639375978,-0.07682168071432213,-0.07671845790300771,-0.0765924700221901
Fossil Fuels [EJ],North Africa and Middle East,SSP5,optimistic,-0.07694751735457209,-0.07685592440076734,-0.07676633839617358,-0.0766545604804896
Electricity [TWh],Central Europe,SSP1,pessimistic,-5.514441885606379,-5.499254491529795,-5.484095563551031,-5.464230666036743
Electricity [TWh],Central Europe,SSP1,baseline,-5.514441885606379,-5.499254491529795,-5.484095563551031,-5.464230666036743
Electricity [TWh],Central Europe,SSP1,optimistic,-5.517116006611391,-5.504079197272126,-5.491150421442039,-5.47431437227122
Electricity [TWh],Central Europe,SSP2,pessimistic,-5.514221911881777,-5.501503311350642,-5.485086305715555,-5.469408601194502
Electricity [TWh],Central Europe,SSP2,baseline,-5.514221911881777,-5.501503311350642,-5.485086305715555,-5.469408601194502
Electricity [TWh],Central Europe,SSP2,optimistic,-5.51691758096677,-5.506012127364691,-5.491890857676206,-5.478544673414632
Electricity [TWh],Central Europe,SSP3,pessimistic,-5.514022212600202,-5.5043037109354955,-5.490932241440538,-5.4762538337542495
Electricity [TWh],Central Europe,SSP3,baseline,-5.514022212600202,-5.5043037109354955,-5.490932241440538,-5.4762538337542495
Electricity [TWh],Central Europe,SSP3,optimistic,-5.516734186653577,-5.508400904803786,-5.49688036748,-5.484240927765482
Electricity [TWh],Central Europe,SSP4,pessimistic,-5.514052323482358,-5.504190717855729,-5.489455217806734,-5.471102393475458
Electricity [TWh],Central Europe,SSP4,baseline,-5.514052323482358,-5.504190717855729,-5.489455217806734,-5.471102393475458
Electricity [TWh],Central Europe,SSP4,optimistic,-5.516760342485822,-5.508302121828342,-5.495611245481367,-5.479816720066147
Electricity [TWh],Central Europe,SSP5,pessimistic,-5.514436356937494,-5.498545251941239,-5.479686535739806,-5.457555810146938
Electricity [TWh],Central Europe,SSP5,baseline,-5.514436356937494,-5.498545251941239,-5.479686535739806,-5.457555810146938
Electricity [TWh],Central Europe,SSP5,optimistic,-5.5171131819774795,-5.50347366246852,-5.487423249218959,-5.468799328585106
Electricity [TWh],Central Latin America,SSP1,pessimistic,-5.518587446648809,-5.5072909817010745,-5.497355830186853,-5.479062738042191
Electricity [TWh],Central Latin America,SSP1,baseline,-5.518587446648809,-5.5072909817010745,-5.497355830186853,-5.479062738042191
Electricity [TWh],Central Latin America,SSP1,optimistic,-5.520665755229373,-5.511004755454774,-5.502269447085497,-5.486507620661933
Electricity [TWh],Central Latin America,SSP2,pessimistic,-5.518412447341593,-5.508890240008314,-5.499040958677273,-5.486167082731369
Electricity [TWh],Central Latin America,SSP2,baseline,-5.518412447341593,-5.508890240008314,-5.499040958677273,-5.486167082731369
Electricity [TWh],Central Latin America,SSP2,optimistic,-5.5205018563184485,-5.512372767734804,-5.503868456756811,-5.492628697911765
Electricity [TWh],Central Latin America,SSP3,pessimistic,-5.518142730732318,-5.511674422896384,-5.503568436306377,-5.492589592706053
Electricity [TWh],Central Latin America,SSP3,baseline,-5.518142730732318,-5.511674422896384,-5.503568436306377,-5.492589592706053
Electricity [TWh],Central Latin America,SSP3,optimistic,-5.520257625545368,-5.514731042449128,-5.5077546583382055,-5.498307317565301
Electricity [TWh],Central Latin America,SSP4,pessimistic,-5.518166832396752,-5.511580992534773,-5.502303009337651,-5.488227196924151
Electricity [TWh],Central Latin America,SSP4,baseline,-5.518166832396752,-5.511580992534773,-5.502303009337651,-5.488227196924151
Electricity [TWh],Central Latin America,SSP4,optimistic,-5.5202786429200446,-5.5146579458223215,-5.506677282857663,-5.494563590013435
Electricity [TWh],Central Latin America,SSP5,pessimistic,-5.518525462840144,-5.50713716380275,-5.493222282442231,-5.476456363038051
Electricity [TWh],Central Latin America,SSP5,baseline,-5.518525462840144,-5.50713716380275,-5.493222282442231,-5.476456363038051
Electricity [TWh],Central Latin America,SSP5,optimistic,-5.520616961003982,-5.510880256996534,-5.498610959261642,-5.484415835636954
Electricity [TWh],East Asia,SSP1,pessimistic,-5.515805521754283,-5.503610770235482,-5.49276417908434,-5.475797038897777
Electricity [TWh],East Asia,SSP1,baseline,-5.515805521754283,-5.503610770235482,-5.49276417908434,-5.475797038897777
Electricity [TWh],East Asia,SSP1,optimistic,-5.518423964594025,-5.5079380967135,-5.498643150019526,-5.484157610041918
Electricity [TWh],East Asia,SSP2,pessimistic,-5.5157872341924685,-5.505379790741325,-5.4941548922288765,-5.481756480928088
Electricity [TWh],East Asia,SSP2,baseline,-5.5157872341924685,-5.505379790741325,-5.4941548922288765,-5.481756480928088
Electricity [TWh],East Asia,SSP2,optimistic,-5.518402266859531,-5.50945760740304,-5.499792883686716,-5.489179239634872
Electricity [TWh],East Asia,SSP3,pessimistic,-5.515564422471392,-5.508585648016172,-5.499394965556317,-5.4893783966611736
Electricity [TWh],East Asia,SSP3,baseline,-5.515564422471392,-5.508585648016172,-5.499394965556317,-5.4893783966611736
Electricity [TWh],East Asia,SSP3,optimistic,-5.51820263052947,-5.512228197272218,-5.504284935514198,-5.495665410173453
Electricity [TWh],East Asia,SSP4,pessimistic,-5.5155867505362846,-5.508396636607515,-5.49796812410659,-5.484187354655489
Electricity [TWh],East Asia,SSP4,baseline,-5.5155867505362846,-5.508396636607515,-5.49796812410659,-5.484187354655489
Electricity [TWh],East Asia,SSP4,optimistic,-5.518221568085307,-5.512064435394267,-5.503046024258418,-5.4911945706279965
Electricity [TWh],East Asia,SSP5,pessimistic,-5.515741167071043,-5.503006886621061,-5.4891180332406515,-5.473084284348883
Electricity [TWh],East Asia,SSP5,baseline,-5.515741167071043,-5.503006886621061,-5.4891180332406515,-5.473084284348883
Electricity [TWh],East Asia,SSP5,optimistic,-5.51837104890817,-5.507423678730564,-5.4955167167076215,-5.481917743169363
Electricity [TWh],North Africa and Middle East,SSP1,pessimistic,-5.52139205227813,-5.513478458238064,-5.506333032054868,-5.495883659134245
Electricity [TWh],North Africa and Middle East,SSP1,baseline,-5.52139205227813,-5.513478458238064,-5.506333032054868,-5.495883659134245
Electricity [TWh],North Africa and Middle East,SSP1,optimistic,-5.5230742202769765,-5.516296720497191,-5.51010575256655,-5.501265684589483
Electricity [TWh],North Africa and Middle East,SSP2,pessimistic,-5.521252691886056,-5.514230381083855,-5.5066684435229725,-5.497293184100338
Electricity [TWh],North Africa and Middle East,SSP2,baseline,-5.521252691886056,-5.514230381083855,-5.5066684435229725,-5.497293184100338
Electricity [TWh],North Africa and Middle East,SSP2,optimistic,-5.52294657050157,-5.516942342458584,-5.510422100768872,-5.5023536347995
Electricity [TWh],North Africa and Middle East,SSP3,pessimistic,-5.5209750346931274,-5.5160189866036164,-5.509009699758467,-5.4999491572465455
Electricity [TWh],North Africa and Middle East,SSP3,baseline,-5.5209750346931274,-5.5160189866036164,-5.509009699758467,-5.4999491572465455
Electricity [TWh],North Africa and Middle East,SSP3,optimistic,-5.522699989185749,-5.518457771198966,-5.5124450861341066,-5.504675217663867
Electricity [TWh],North Africa and Middle East,SSP4,pessimistic,-5.520981215313713,-5.5159840842729455,-5.508244202552116,-5.497350988416929
Electricity [TWh],North Africa and Middle East,SSP4,baseline,-5.520981215313713,-5.5159840842729455,-5.508244202552116,-5.497350988416929
Electricity [TWh],North Africa and Middle East,SSP4,optimistic,-5.52270500779371,-5.518435205511844,-5.51179100579754,-5.502445469089604
Electricity [TWh],North Africa and Middle East,SSP5,pessimistic,-5.52138222588401,-5.513216667231349,-5.504574273723588,-5.494603659712906
Electricity [TWh],North Africa and Middle East,SSP5,baseline,-5.52138222588401,-5.513216667231349,-5.504574273723588,-5.494603659712906
Electricity [TWh],North Africa and Middle East,SSP5,optimistic,-5.523069804976419,-5.516058069706267,-5.5085801490491555,-5.500223686541852
GHG [GtonCO2_eq],Central Europe,SSP1,pessimistic,-0.20004982996391046,-0.18918602911346916,-0.1731611832053941,-0.15714083922565872
GHG [GtonCO2_eq],Central Europe,SSP1,baseline,-0.20004982996391046,-0.18918602911346916,-0.1731611832053941,-0.15714083922565872
GHG [GtonCO2_eq],Central Europe,SSP1,optimistic,-0.19998823772470728,-0.18909764865681755,-0.17306378624972943,-0.1570411769637358
GHG [GtonCO2_eq],Central Europe,SSP2,pessimistic,-0.20003987088718586,-0.18923690795964307,-0.1731246905954264,-0.1571449357200596
GHG [GtonCO2_eq],Central Europe,SSP2,baseline,-0.20003987088718586,-0.18923690795964307,-0.1731246905954264,-0.1571449357200596
GHG [GtonCO2_eq],Central Europe,SSP2,optimistic,-0.19997717919117083,-0.1891532163073096,-0.1730224065988607,-0.15704255154161562
GHG [GtonCO2_eq],Central Europe,SSP3,pessimistic,-0.20002844624314917,-0.18929368163365506,-0.17323264409481248,-0.15719326735826217
GHG [GtonCO2_eq],Central Europe,SSP3,baseline,-0.20002844624314917,-0.18929368163365506,-0.17323264409481248,-0.15719326735826217
GHG [GtonCO2_eq],Central Europe,SSP3,optimistic,-0.1999644512990774,-0.18921504673115855,-0.17313904172235112,-0.15709186086409593
GHG [GtonCO2_eq],Central Europe,SSP4,pessimistic,-0.20002935053686305,-0.189290510729055,-0.17320057375822867,-0.15709403986646717
GHG [GtonCO2_eq],Central Europe,SSP4,baseline,-0.20002935053686305,-0.189290510729055,-0.17320057375822867,-0.15709403986646717
GHG [GtonCO2_eq],Central Europe,SSP4,optimistic,-0.19996544892078222,-0.18921156708133227,-0.1731042186875481,-0.15698514486340998
GHG [GtonCO2_eq],Central Europe,SSP5,pessimistic,-0.20005092365861438,-0.18917070565562855,-0.173095080003094,-0.15712032883151558
GHG [GtonCO2_eq],Central Europe,SSP5,baseline,-0.20005092365861438,-0.18917070565562855,-0.173095080003094,-0.15712032883151558
GHG [GtonCO2_eq],Central Europe,SSP5,optimistic,-0.1999894744782367,-0.18908092390595596,-0.17299288801156637,-0.15702263811288322
GHG [GtonCO2_eq],Central Latin America,SSP1,pessimistic,-0.20572712128268317,-0.2005187110601165,-0.19280445643307195,-0.18497775020037288
GHG [GtonCO2_eq],Central Latin America,SSP1,baseline,-0.20572712128268317,-0.2005187110601165,-0.19280445643307195,-0.18497775020037288
GHG [GtonCO2_eq],Central Latin America,SSP1,optimistic,-0.20566805045043696,-0.20043128406006522,-0.19268396003571486,-0.18481768392519804
GHG [GtonCO2_eq],Central Latin America,SSP2,pessimistic,-0.20571583945772665,-0.20056112420455324,-0.19292100922970595,-0.18517256766602422
GHG [GtonCO2_eq],Central Latin America,SSP2,baseline,-0.20571583945772665,-0.20056112420455324,-0.19292100922970595,-0.18517256766602422
GHG [GtonCO2_eq],Central Latin America,SSP2,optimistic,-0.20565545266293772,-0.20047800442561256,-0.1928137392958467,-0.18503153189515983
GHG [GtonCO2_eq],Central Latin America,SSP3,pessimistic,-0.2057021645220192,-0.20062577675289517,-0.1930409514269737,-0.18540257833272755
GHG [GtonCO2_eq],Central Latin America,SSP3,baseline,-0.2057021645220192,-0.20062577675289517,-0.1930409514269737,-0.18540257833272755
GHG [GtonCO2_eq],Central Latin America,SSP3,optimistic,-0.20564021691030282,-0.20054902408672692,-0.19294557716071817,-0.18528507519958418
GHG [GtonCO2_eq],Central Latin America,SSP4,pessimistic,-0.20570299849021728,-0.20062651234241566,-0.19301096972623066,-0.1852946120134645
GHG [GtonCO2_eq],Central Latin America,SSP4,baseline,-0.20570299849021728,-0.20062651234241566,-0.19301096972623066,-0.1852946120134645
GHG [GtonCO2_eq],Central Latin America,SSP4,optimistic,-0.20564114122074928,-0.20054990933983183,-0.1929126989282626,-0.185166854110405
GHG [GtonCO2_eq],Central Latin America,SSP5,pessimistic,-0.20572811689792214,-0.20051992829938162,-0.1926410416896023,-0.18498718029085964
GHG [GtonCO2_eq],Central Latin America,SSP5,baseline,-0.20572811689792214,-0.20051992829938162,-0.1926410416896023,-0.18498718029085964
GHG [GtonCO2_eq],Central Latin America,SSP5,optimistic,-0.2056692167269554,-0.20043276557165543,-0.19250307292060773,-0.18482987119193897
GHG [GtonCO2_eq],East Asia,SSP1,pessimistic,-0.2054618327521534,-0.19992077485483478,-0.19184579990291553,-0.18365546609953695
GHG [GtonCO2_eq],East Asia,SSP1,baseline,-0.2054618327521534,-0.19992077485483478,-0.19184579990291553,-0.18365546609953695
GHG [GtonCO2_eq],East Asia,SSP1,optimistic,-0.20541135971438818,-0.19984058464570806,-0.19174712049754156,-0.18352947525639687
GHG [GtonCO2_eq],East Asia,SSP2,pessimistic,-0.20545848191156307,-0.199965517060182,-0.19185560597699836,-0.1837614802131418
GHG [GtonCO2_eq],East Asia,SSP2,baseline,-0.20545848191156307,-0.199965517060182,-0.19185560597699836,-0.1837614802131418
GHG [GtonCO2_eq],East Asia,SSP2,optimistic,-0.20540759677196282,-0.19988976412618936,-0.19175720811528701,-0.1836444667152394
GHG [GtonCO2_eq],East Asia,SSP3,pessimistic,-0.20544864841456276,-0.2000600054257975,-0.19198112411204266,-0.18390736379741335
GHG [GtonCO2_eq],East Asia,SSP3,baseline,-0.20544864841456276,-0.2000600054257975,-0.19198112411204266,-0.18390736379741335
GHG [GtonCO2_eq],East Asia,SSP3,optimistic,-0.20539666393242542,-0.19999401446052387,-0.19189471907024985,-0.1838028986322888
GHG [GtonCO2_eq],East Asia,SSP4,pessimistic,-0.20544910142928247,-0.20005459374822096,-0.19193888654211946,-0.18378207934896007
GHG [GtonCO2_eq],East Asia,SSP4,baseline,-0.20544910142928247,-0.20005459374822096,-0.19193888654211946,-0.18378207934896007
GHG [GtonCO2_eq],East Asia,SSP4,optimistic,-0.20539715955995583,-0.1999880502104678,-0.19184822591920642,-0.18366596919905948
GHG [GtonCO2_eq],East Asia,SSP5,pessimistic,-0.20546144606410588,-0.1999077824815359,-0.19175621991083822,-0.18363328137103802
GHG [GtonCO2_eq],East Asia,SSP5,baseline,-0.20546144606410588,-0.1999077824815359,-0.19175621991083822,-0.18363328137103802
GHG [GtonCO2_eq],East Asia,SSP5,optimistic,-0.20541096756038119,-0.19982636445421292,-0.1916489058227123,-0.18350634947804825
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,pessimistic,-0.20229123149815556,-0.19365024535510844,-0.18080325883621046,-0.16799032531737335
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,baseline,-0.20229123149815556,-0.19365024535510844,-0.18080325883621046,-0.16799032531737335
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,optimistic,-0.20224251960481215,-0.19358373871755072,-0.18072295331387597,-0.167903977017967
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,pessimistic,-0.20228372514067627,-0.19367512612626597,-0.18082594575397612,-0.1679728069949414
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,baseline,-0.20228372514067627,-0.19367512612626597,-0.18082594575397612,-0.1679728069949414
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,optimistic,-0.20223416043351725,-0.19361124305411287,-0.18074811150735773,-0.16788377771709329
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,pessimistic,-0.2022726724142892,-0.19371781119995848,-0.18090081858759077,-0.16806023931122416
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,baseline,-0.2022726724142892,-0.19371781119995848,-0.18090081858759077,-0.16806023931122416
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,optimistic,-0.20222189989494155,-0.19365809469526774,-0.18083046296738997,-0.1679794935065318
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,pessimistic,-0.20227273821372246,-0.19372006298866384,-0.18088195417769248,-0.16799112057904503
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,baseline,-0.20227273821372246,-0.19372006298866384,-0.18088195417769248,-0.16799112057904503
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,optimistic,-0.20222197034246722,-0.1936606411906667,-0.18080982634160325,-0.16790407850751546
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,pessimistic,-0.20229298141003466,-0.1936357434128383,-0.18074972736741857,-0.16798600344027398
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,baseline,-0.20229298141003466,-0.1936357434128383,-0.18074972736741857,-0.16798600344027398
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,optimistic,-0.2022444960570813,-0.19356761378907592,-0.18066415817862128,-0.16789986949807414
CO2_f [GtonCO2_eq],Central Europe,SSP1,pessimistic,-0.0065911330358748,-0.006577077828329005,-0.006566072892041148,-0.006548833830108473
CO2_f [GtonCO2_eq],Central Europe,SSP1,baseline,-0.0065911330358748,-0.006577077828329005,-0.006566072892041148,-0.006548833830108473
CO2_f [GtonCO2_eq],Central Europe,SSP1,optimistic,-0.00659450513620635,-0.006582994141926,-0.006574536950094795,-0.006560658541299506
CO2_f [GtonCO2_eq],Central Europe,SSP2,pessimistic,-0.0065908158747140936,-0.0065801654756612584,-0.006567547284714435,-0.006555932107720904
CO2_f [GtonCO2_eq],Central Europe,SSP2,baseline,-0.0065908158747140936,-0.0065801654756612584,-0.006567547284714435,-0.006555932107720904
CO2_f [GtonCO2_eq],Central Europe,SSP2,optimistic,-0.006594223333821044,-0.006585706734244508,-0.006575835421129858,-0.006566863738304618
CO2_f [GtonCO2_eq],Central Europe,SSP3,pessimistic,-0.006590543774304158,-0.006583914242794897,-0.006575495191344234,-0.006565413278830159
CO2_f [GtonCO2_eq],Central Europe,SSP3,baseline,-0.006590543774304158,-0.006583914242794897,-0.006575495191344234,-0.006565413278830159
CO2_f [GtonCO2_eq],Central Europe,SSP3,optimistic,-0.00659398337026591,-0.006588984217274552,-0.006582801860574748,-0.006575179861853419
CO2_f [GtonCO2_eq],Central Europe,SSP4,pessimistic,-0.006590584086404956,-0.00658375080173661,-0.006573510170057412,-0.006558379320655907
CO2_f [GtonCO2_eq],Central Europe,SSP4,baseline,-0.006590584086404956,-0.00658375080173661,-0.006573510170057412,-0.006558379320655907
CO2_f [GtonCO2_eq],Central Europe,SSP4,optimistic,-0.006594018666178641,-0.006588839245917838,-0.006581064337184582,-0.006569007252374638
CO2_f [GtonCO2_eq],Central Europe,SSP5,pessimistic,-0.006591121436318311,-0.006576148526430704,-0.0065601509182578194,-0.006539232065151325
CO2_f [GtonCO2_eq],Central Europe,SSP5,baseline,-0.006591121436318311,-0.006576148526430704,-0.0065601509182578194,-0.006539232065151325
CO2_f [GtonCO2_eq],Central Europe,SSP5,optimistic,-0.006594494562316306,-0.006582184608897786,-0.006569361152140709,-0.006552189776896391
CO2_f [GtonCO2_eq],Central Latin America,SSP1,pessimistic,-0.006967939576788928,-0.007329404852873487,-0.007877945995847992,-0.008411072402230952
CO2_f [GtonCO2_eq],Central Latin America,SSP1,baseline,-0.006967939576788928,-0.007329404852873487,-0.007877945995847992,-0.008411072402230952
CO2_f [GtonCO2_eq],Central Latin America,SSP1,optimistic,-0.006970411457885787,-0.007333294676763183,-0.007882434576231159,-0.008416662847129414
CO2_f [GtonCO2_eq],Central Latin America,SSP2,pessimistic,-0.006967659560342071,-0.007331586072310819,-0.007880990494095656,-0.008422435142330308
CO2_f [GtonCO2_eq],Central Latin America,SSP2,baseline,-0.006967659560342071,-0.007331586072310819,-0.007880990494095656,-0.008422435142330308
CO2_f [GtonCO2_eq],Central Latin America,SSP2,optimistic,-0.006970155375930317,-0.007335243760743745,-0.007885333249488185,-0.008427290196025157
CO2_f [GtonCO2_eq],Central Latin America,SSP3,pessimistic,-0.006967263561258844,-0.007335246610340296,-0.007887759369002004,-0.00843371943429918
CO2_f [GtonCO2_eq],Central Latin America,SSP3,baseline,-0.006967263561258844,-0.007335246610340296,-0.007887759369002004,-0.00843371943429918
CO2_f [GtonCO2_eq],Central Latin America,SSP3,optimistic,-0.006969798559051532,-0.007338490828272797,-0.007891540071033496,-0.008438006352906754
CO2_f [GtonCO2_eq],Central Latin America,SSP4,pessimistic,-0.006967296400222722,-0.007335142990024406,-0.007885918537037497,-0.008426618695854218
CO2_f [GtonCO2_eq],Central Latin America,SSP4,baseline,-0.006967296400222722,-0.007335142990024406,-0.007885918537037497,-0.008426618695854218
CO2_f [GtonCO2_eq],Central Latin America,SSP4,optimistic,-0.006969827701062501,-0.007338402960219793,-0.007889860824106748,-0.008431356620164077
CO2_f [GtonCO2_eq],Central Latin America,SSP5,pessimistic,-0.006967853998377029,-0.007329159283812187,-0.007871448992880616,-0.008407096510188283
CO2_f [GtonCO2_eq],Central Latin America,SSP5,baseline,-0.006967853998377029,-0.007329159283812187,-0.007871448992880616,-0.008407096510188283
CO2_f [GtonCO2_eq],Central Latin America,SSP5,optimistic,-0.00697033615363913,-0.007333071684967356,-0.007876407379757543,-0.0084130186920779
CO2_f [GtonCO2_eq],East Asia,SSP1,pessimistic,-0.00655497800922254,-0.006507471865298748,-0.006445793670055792,-0.006376706891457585
CO2_f [GtonCO2_eq],East Asia,SSP1,baseline,-0.00655497800922254,-0.006507471865298748,-0.006445793670055792,-0.006376706891457585
CO2_f [GtonCO2_eq],East Asia,SSP1,optimistic,-0.006558136613062282,-0.006512688951860007,-0.0064528443914255605,-0.006386645069407948
CO2_f [GtonCO2_eq],East Asia,SSP2,pessimistic,-0.006554938613693617,-0.006509806193631446,-0.0064476681036285234,-0.006384157033528933
CO2_f [GtonCO2_eq],East Asia,SSP2,baseline,-0.006554938613693617,-0.006509806193631446,-0.0064476681036285234,-0.006384157033528933
CO2_f [GtonCO2_eq],East Asia,SSP2,optimistic,-0.006558099535287808,-0.006514725552041383,-0.00645448684905083,-0.006393082215106217
CO2_f [GtonCO2_eq],East Asia,SSP3,pessimistic,-0.006554626658533104,-0.0065139121108777134,-0.0064545190496743945,-0.006394383301990677
CO2_f [GtonCO2_eq],East Asia,SSP3,baseline,-0.006554626658533104,-0.0065139121108777134,-0.0064545190496743945,-0.006394383301990677
CO2_f [GtonCO2_eq],East Asia,SSP3,optimistic,-0.006557824081905202,-0.006518288812661504,-0.0064604528559850955,-0.0064020325208768835
CO2_f [GtonCO2_eq],East Asia,SSP4,pessimistic,-0.0065546557437134445,-0.006513658553633808,-0.0064526532368000405,-0.006387430742638636
CO2_f [GtonCO2_eq],East Asia,SSP4,baseline,-0.0065546557437134445,-0.006513658553633808,-0.0064526532368000405,-0.006387430742638636
CO2_f [GtonCO2_eq],East Asia,SSP4,optimistic,-0.006557849388414305,-0.006518066913553686,-0.006458828405518713,-0.006395953397634019
CO2_f [GtonCO2_eq],East Asia,SSP5,pessimistic,-0.006554895063188997,-0.006506676912251939,-0.006441085722947347,-0.006373177277790316
CO2_f [GtonCO2_eq],East Asia,SSP5,baseline,-0.006554895063188997,-0.006506676912251939,-0.006441085722947347,-0.006373177277790316
CO2_f [GtonCO2_eq],East Asia,SSP5,optimistic,-0.00655806468117714,-0.006511995794156688,-0.006448754096821326,-0.006383568297346077
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,pessimistic,-0.007423316467291126,-0.008240329466833491,-0.009469455264173386,-0.010690070223035312
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,baseline,-0.007423316467291126,-0.008240329466833491,-0.009469455264173386,-0.010690070223035312
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,optimistic,-0.00742513763955934,-0.00824269439369571,-0.00947142301798569,-0.010691394389455563
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,pessimistic,-0.007423087413423836,-0.008241334261146595,-0.009470154297349691,-0.010691908448592193
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,baseline,-0.007423087413423836,-0.008241334261146595,-0.009470154297349691,-0.010691908448592193
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,optimistic,-0.007424925316336889,-0.00824360794556089,-0.0094721218133208,-0.010693022331211806
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP3,pessimistic,-0.007422654344589824,-0.008243845981032836,-0.00947396380395137,-0.010697123565102773
