Year,SSP_Scenario,Scenario_region,Population,Type,Total_kg,total_Kt,dry_ton
2030,SSP3,Median,1337405243,pork,4847659945,4847.659945,2831033.408
2030,SSP3,Median,1337405243,poultry,7185046514,7185.046514,2241734.512
2030,SSP4,Median,1331684744,beef,9041259585,9041.259585,3444719.902
2030,SSP4,Median,1331684744,mutton,3505112689,3505.112689,0
2030,SSP4,Median,1331684744,pork,4942012928,4942.012928,2886135.55
2030,SSP4,Median,1331684744,poultry,7261630601,7261.630601,2265628.748
2030,SSP5,Median,1173819717,beef,10869485660,10869.48566,4141274.036
2030,SSP5,Median,1173819717,mutton,4986664098,4986.664098,0
2030,SSP5,Median,1173819717,pork,6189807064,6189.807064,3614847.325
2030,SSP5,Median,1173819717,poultry,9259911826,9259.911826,2889092.49
2040,SSP1,Median,1350538145,beef,16375355708,16375.35571,6239010.526
2040,SSP1,Median,1350538145,mutton,7992536904,7992.536904,0
2040,SSP1,Median,1350538145,pork,12004227296,12004.2273,7010468.743
2040,SSP1,Median,1350538145,poultry,17097669210,17097.66921,5334472.794
2040,SSP2,Median,1491265643,beef,14827795227,14827.79523,5649389.983
2040,SSP2,Median,1491265643,mutton,7279009793,7279.009793,0
2040,SSP2,Median,1491265643,pork,8972948712,8972.948712,5240202.048
2040,SSP2,Median,1491265643,poultry,13417186796,13417.1868,4186162.282
2040,SSP3,Median,1659910201,beef,11695107833,11695.10783,4455836.083
2040,SSP3,Median,1659910201,mutton,4563054117,4563.054117,0
2040,SSP3,Median,1659910201,pork,6391615050,6391.61505,3732703.189
2040,SSP3,Median,1659910201,poultry,9458198527,9458.198527,2950957.94
2040,SSP4,Median,1646655145,beef,12286692556,12286.69256,4681229.865
2040,SSP4,Median,1646655145,mutton,4932979403,4932.979403,0
2040,SSP4,Median,1646655145,pork,6693714082,6693.714082,3909129.024
2040,SSP4,Median,1646655145,poultry,10098403245,10098.40324,3150701.811
2040,SSP5,Median,1335860194,beef,16865894099,16865.8941,6425905.652
2040,SSP5,Median,1335860194,mutton,7681130745,7681.130745,0
2040,SSP5,Median,1335860194,pork,13433868531,13433.86853,7845379.222
2040,SSP5,Median,1335860194,poultry,18779064841,18779.06484,5859068.23
2050,SSP1,Median,1488035847,beef,19229158794,19229.15879,7326309.499
2050,SSP1,Median,1488035847,mutton,8534438471,8534.438471,0
2050,SSP1,Median,1488035847,pork,16865297164,16865.29716,9849333.541
2050,SSP1,Median,1488035847,poultry,22397384269,22397.38427,6987983.892
2050,SSP2,Median,1714457209,beef,20907765701,20907.7657,7965858.732
2050,SSP2,Median,1714457209,mutton,10319897879,10319.89788,0
2050,SSP2,Median,1714457209,pork,15519726322,15519.72632,9063520.171
2050,SSP2,Median,1714457209,poultry,21510922289,21510.92229,6711407.754
2050,SSP3,Median,2004913219,beef,15066597255,15066.59726,5740373.556
2050,SSP3,Median,2004913219,mutton,6111991625,6111.991625,0
2050,SSP3,Median,2004913219,pork,8123111829,8123.111829,4743897.308
2050,SSP3,Median,2004913219,poultry,12373895302,12373.8953,3860655.334
2050,SSP4,Median,1981120264,beef,17287339817,17287.33982,6586476.471
2050,SSP4,Median,1981120264,mutton,7648494442,7648.494442,0
2050,SSP4,Median,1981120264,pork,9493228900,9493.2289,5544045.678
2050,SSP4,Median,1981120264,poultry,14352422201,14352.4222,4477955.726
2050,SSP5,Median,1464277473,beef,18787041250,18787.04125,7157862.716
2050,SSP5,Median,1464277473,mutton,8177180761,8177.180761,0
2050,SSP5,Median,1464277473,pork,19690259729,19690.25973,11499111.68
2050,SSP5,Median,1464277473,poultry,23511705142,23511.70514,7335652.004
