Year,SSP_Scenario,Scenario_region,Population,Type,Total_kg,total_Kt,dry_ton
2045,SSP2,East Asia,1605175585,poultry,15235794487,15235.79449,4753.56788
2045,SSP3,North Africa and Middle East,1830109833,poultry,13998880053,13998.88005,4367.650577
2045,SSP3,Central Latin America,1830109833,poultry,17801465015,17801.46502,5554.057085
2045,SSP3,East Asia,1830109833,poultry,12848441472,12848.44147,4008.713739
2045,SSP3,Central Europe,1830109833,poultry,14454630453,14454.63045,4509.844701
2045,SSP4,Central Latin America,1811950674,poultry,19689470357,19689.47036,6143.114751
2045,SSP4,East Asia,1811950674,poultry,14175644509,14175.64451,4422.801087
2045,SSP4,North Africa and Middle East,1811950674,poultry,15827703716,15827.70372,4938.243559
2045,SSP4,Central Europe,1811950674,poultry,15494053664,15494.05366,4834.144743
2045,SSP5,East Asia,1405100374,poultry,20294348514,20294.34851,6331.836736
2045,SSP5,Central Europe,1405100374,poultry,18626915795,18626.91579,5811.597728
2045,SSP5,Central Latin America,1405100374,poultry,23510664677,23510.66468,7335.327379
2045,SSP5,North Africa and Middle East,1405100374,poultry,18800505302,18800.5053,5865.757654
2050,SSP1,Central Europe,1488035847,poultry,20402994544,20402.99454,6365.734298
2050,SSP1,East Asia,1488035847,poultry,21729085401,21729.0854,6779.474645
2050,SSP1,North Africa and Middle East,1488035847,poultry,20250464988,20250.46499,6318.145076
2050,SSP1,Central Latin America,1488035847,poultry,25565637065,25565.63707,7976.478764
2050,SSP2,North Africa and Middle East,1714457209,poultry,18637133141,18637.13314,5814.78554
2050,SSP2,Central Europe,1714457209,poultry,18589729570,18589.72957,5799.995626
2050,SSP2,Central Latin America,1714457209,poultry,21822146951,21822.14695,6808.509849
2050,SSP2,East Asia,1714457209,poultry,18018733223,18018.73322,5621.844765
2050,SSP3,North Africa and Middle East,2004913219,poultry,16824191393,16824.19139,5249.147715
2050,SSP3,Central Latin America,2004913219,poultry,20648154356,20648.15436,6442.224159
2050,SSP3,East Asia,2004913219,poultry,15332579183,15332.57918,4783.764705
2050,SSP3,Central Europe,2004913219,poultry,16758445618,16758.44562,5228.635033
2050,SSP4,Central Latin America,1981120264,poultry,22670611590,22670.61159,7073.230816
2050,SSP4,East Asia,1981120264,poultry,16861292923,16861.29292,5260.723392
2050,SSP4,North Africa and Middle East,1981120264,poultry,18969997969,18969.99797,5918.639366
2050,SSP4,Central Europe,1981120264,poultry,17980142974,17980.14297,5609.804608
2050,SSP5,East Asia,1464277473,poultry,23372631952,23372.63195,7292.261169
2050,SSP5,Central Europe,1464277473,poultry,21389128561,21389.12856,6673.408111
2050,SSP5,Central Latin America,1464277473,poultry,27334662399,27334.6624,8528.414669
2050,SSP5,North Africa and Middle East,1464277473,poultry,21108892274,21108.89227,6585.974389
2015,SSP1,Central Europe,900712443.8,mutton,2150184549,2150.184549,0
2015,SSP1,East Asia,900712443.8,mutton,1550910797,1550.910797,0
2015,SSP1,North Africa and Middle East,900712443.8,mutton,2530189221,2530.189221,0
2015,SSP1,Central Latin America,900712443.8,mutton,1097166710,1097.16671,0
2015,SSP2,North Africa and Middle East,910603596.1,mutton,2598709783,2598.709783,0
2015,SSP2,Central Europe,910603596.1,mutton,2192851798,2192.851798,0
2015,SSP2,Central Latin America,910603596.1,mutton,1108761942,1108.761942,0
2015,SSP2,East Asia,910603596.1,mutton,1583275163,1583.275163,0
2015,SSP3,North Africa and Middle East,918630017.6,mutton,2611376515,2611.376515,0
2015,SSP3,Central Latin America,918630017.6,mutton,1123112671,1123.112671,0
2015,SSP3,East Asia,918630017.6,mutton,1589990560,1589.99056,0
2015,SSP3,Central Europe,918630017.6,mutton,2215496923,2215.496923,0
2015,SSP4,Central Latin America,918135325.1,mutton,1125668871,1125.668871,0
2015,SSP4,East Asia,918135325.1,mutton,1589134332,1589.134332,0
2015,SSP4,North Africa and Middle East,918135325.1,mutton,2609970260,2609.97026,0
2015,SSP4,Central Europe,918135325.1,mutton,2214303853,2214.303853,0
2015,SSP5,East Asia,900141094.2,mutton,1554892142,1554.892142,0
