Impact,Region,SSP,Approach,2020,2030,2040,2050
Fossil Fuels [EJ],East Asia,SSP4,baseline,0.147175357,0.244344675,0.381294774,0.6026837
Fossil Fuels [EJ],East Asia,SSP4,optimistic,0.125718761,0.216038453,0.346082235,0.557658605
Fossil Fuels [EJ],East Asia,SSP5,pessimistic,0.158878741,0.321833217,0.729405609,1.036534929
Fossil Fuels [EJ],East Asia,SSP5,baseline,0.158878741,0.321833217,0.729405609,1.036534929
Fossil Fuels [EJ],East Asia,SSP5,optimistic,0.136234768,0.287039387,0.671736063,0.971068738
Fossil Fuels [EJ],North Africa and Middle East,SSP1,pessimistic,0.158876416,0.304508483,0.656911216,0.892130223
Fossil Fuels [EJ],North Africa and Middle East,SSP1,baseline,0.158876416,0.304508483,0.656911216,0.892130223
Fossil Fuels [EJ],North Africa and Middle East,SSP1,optimistic,0.134545623,0.265386655,0.584542219,0.798364958
Fossil Fuels [EJ],North Africa and Middle East,SSP2,pessimistic,0.150669743,0.257281784,0.492403688,0.864425054
Fossil Fuels [EJ],North Africa and Middle East,SSP2,baseline,0.150669743,0.257281784,0.492403688,0.864425054
Fossil Fuels [EJ],North Africa and Middle East,SSP2,optimistic,0.127166934,0.22287385,0.434811308,0.771844873
Fossil Fuels [EJ],North Africa and Middle East,SSP3,pessimistic,0.147373441,0.233836128,0.333908196,0.454172521
Fossil Fuels [EJ],North Africa and Middle East,SSP3,baseline,0.147373441,0.233836128,0.333908196,0.454172521
Fossil Fuels [EJ],North Africa and Middle East,SSP3,optimistic,0.124286064,0.201793978,0.291700241,0.399667022
Fossil Fuels [EJ],North Africa and Middle East,SSP4,pessimistic,0.144967129,0.239614495,0.356722074,0.538633464
Fossil Fuels [EJ],North Africa and Middle East,SSP4,baseline,0.144967129,0.239614495,0.356722074,0.538633464
Fossil Fuels [EJ],North Africa and Middle East,SSP4,optimistic,0.122129072,0.207061073,0.312182509,0.475576361
Fossil Fuels [EJ],North Africa and Middle East,SSP5,pessimistic,0.160448776,0.31831375,0.724837108,0.973293132
Fossil Fuels [EJ],North Africa and Middle East,SSP5,baseline,0.160448776,0.31831375,0.724837108,0.973293132
Fossil Fuels [EJ],North Africa and Middle East,SSP5,optimistic,0.135977519,0.277907451,0.646451708,0.87326279
Fossil Fuels [EJ],Median,SSP1,pessimistic,0.158225959,0.304792404,0.629454192,0.86610639
Fossil Fuels [EJ],Median,SSP1,baseline,0.158225959,0.304792404,0.629454192,0.86610639
Fossil Fuels [EJ],Median,SSP1,optimistic,0.134330502,0.267007324,0.564203192,0.784107506
Fossil Fuels [EJ],Median,SSP2,pessimistic,0.15152196,0.257281989,0.492294778,0.845129614
Fossil Fuels [EJ],Median,SSP2,baseline,0.15152196,0.257281989,0.492294778,0.845129614
Fossil Fuels [EJ],Median,SSP2,optimistic,0.128292435,0.224028479,0.438368393,0.76313884
Fossil Fuels [EJ],Median,SSP3,pessimistic,0.148603715,0.236495671,0.342240952,0.472968372
Fossil Fuels [EJ],Median,SSP3,baseline,0.148603715,0.236495671,0.342240952,0.472968372
Fossil Fuels [EJ],Median,SSP3,optimistic,0.125729577,0.205299737,0.301904907,0.421702913
Fossil Fuels [EJ],Median,SSP4,pessimistic,0.146269508,0.240472271,0.364652572,0.560956336
Fossil Fuels [EJ],Median,SSP4,baseline,0.146269508,0.240472271,0.364652572,0.560956336
Fossil Fuels [EJ],Median,SSP4,optimistic,0.123633355,0.208928639,0.322171092,0.501711912
Fossil Fuels [EJ],Median,SSP5,pessimistic,0.15929082,0.316589241,0.690287722,0.946579799
Fossil Fuels [EJ],Median,SSP5,baseline,0.15929082,0.316589241,0.690287722,0.946579799
Fossil Fuels [EJ],Median,SSP5,optimistic,0.135295014,0.277730328,0.620168328,0.859676404
Electricity [TWh],Central Europe,SSP1,pessimistic,14.03302021,22.62282149,42.12507368,56.36473739
Electricity [TWh],Central Europe,SSP1,baseline,14.03302021,22.62282149,42.12507368,56.36473739
Electricity [TWh],Central Europe,SSP1,optimistic,11.60923752,19.09343711,36.01977513,48.4737922
Electricity [TWh],Central Europe,SSP2,pessimistic,13.93112743,20.04556923,34.67043637,55.09804033
Electricity [TWh],Central Europe,SSP2,baseline,13.93112743,20.04556923,34.67043637,55.09804033
Electricity [TWh],Central Europe,SSP2,optimistic,11.52707481,16.87377997,29.56037623,47.35754948
Electricity [TWh],Central Europe,SSP3,pessimistic,14.07742897,20.22697432,27.30406721,35.08628738
Electricity [TWh],Central Europe,SSP3,baseline,14.07742897,20.22697432,27.30406721,35.08628738
Electricity [TWh],Central Europe,SSP3,optimistic,11.65574083,17.05224648,23.24556217,30.06405519
Electricity [TWh],Central Europe,SSP4,pessimistic,13.99977048,20.22206357,27.78216849,39.90645234
Electricity [TWh],Central Europe,SSP4,baseline,13.99977048,20.22206357,27.78216849,39.90645234
Electricity [TWh],Central Europe,SSP4,optimistic,11.58660429,17.04783346,23.65964386,34.22126605
Electricity [TWh],Central Europe,SSP5,pessimistic,14.01088979,23.29541636,46.19757761,60.27412617
Electricity [TWh],Central Europe,SSP5,baseline,14.01088979,23.29541636,46.19757761,60.27412617
Electricity [TWh],Central Europe,SSP5,optimistic,11.59046432,19.66329755,39.58429399,51.91103917
Electricity [TWh],Central Latin America,SSP1,pessimistic,9.007953717,17.58390854,36.87790793,49.53078457
Electricity [TWh],Central Latin America,SSP1,baseline,9.007953717,17.58390854,36.87790793,49.53078457
Electricity [TWh],Central Latin America,SSP1,optimistic,7.176002793,14.64225787,31.13199885,41.86402389
Electricity [TWh],Central Latin America,SSP2,pessimistic,8.640344439,14.7434617,28.66087764,48.6241201
Electricity [TWh],Central Latin America,SSP2,baseline,8.640344439,14.7434617,28.66087764,48.6241201
Electricity [TWh],Central Latin America,SSP2,optimistic,6.8570977,12.18101083,24.20657256,41.2964645
Electricity [TWh],Central Latin America,SSP3,pessimistic,8.42802622,13.59751956,19.39214374,26.43038205
Electricity [TWh],Central Latin America,SSP3,baseline,8.42802622,13.59751956,19.39214374,26.43038205
Electricity [TWh],Central Latin America,SSP3,optimistic,6.667619581,11.18705265,16.24679074,22.39898667
Electricity [TWh],Central Latin America,SSP4,pessimistic,8.289861522,13.72530261,20.69525575,31.52353837
Electricity [TWh],Central Latin America,SSP4,baseline,8.289861522,13.72530261,20.69525575,31.52353837
Electricity [TWh],Central Latin America,SSP4,optimistic,6.545518774,11.29833668,17.37889711,26.82577649
Electricity [TWh],Central Latin America,SSP5,pessimistic,9.042693717,18.40921515,40.37500606,54.20048237
Electricity [TWh],Central Latin America,SSP5,baseline,9.042693717,18.40921515,40.37500606,54.20048237
Electricity [TWh],Central Latin America,SSP5,optimistic,7.206849032,15.34243693,34.06076255,45.69622115
Electricity [TWh],East Asia,SSP1,pessimistic,9.036519347,17.61585219,36.42364832,49.21997477
Electricity [TWh],East Asia,SSP1,baseline,9.036519347,17.61585219,36.42364832,49.21997477
Electricity [TWh],East Asia,SSP1,optimistic,7.196869584,14.664993,30.72696244,41.57366448
Electricity [TWh],East Asia,SSP2,pessimistic,8.669640344,14.77944253,28.52978995,48.08930968
Electricity [TWh],East Asia,SSP2,baseline,8.669640344,14.77944253,28.52978995,48.08930968
Electricity [TWh],East Asia,SSP2,optimistic,6.878497947,12.20729432,24.08492865,40.82178991
Electricity [TWh],East Asia,SSP3,pessimistic,8.457997458,13.63584938,19.43971651,26.48784253
Electricity [TWh],East Asia,SSP3,baseline,8.457997458,13.63584938,19.43971651,26.48784253
Electricity [TWh],East Asia,SSP3,optimistic,6.689513148,11.21505205,16.28154198,22.44096074
Electricity [TWh],East Asia,SSP4,pessimistic,8.319789052,13.76346848,20.74244862,31.54962503
Electricity [TWh],East Asia,SSP4,baseline,8.319789052,13.76346848,20.74244862,31.54962503
Electricity [TWh],East Asia,SSP4,optimistic,6.567380413,11.32621631,17.41337084,26.84227998
Electricity [TWh],East Asia,SSP5,pessimistic,9.071203099,18.37337205,39.95831366,53.72398981
Electricity [TWh],East Asia,SSP5,baseline,9.071203099,18.37337205,39.95831366,53.72398981
Electricity [TWh],East Asia,SSP5,optimistic,7.227674734,15.30763025,33.68388354,45.27472864
Electricity [TWh],North Africa and Middle East,SSP1,pessimistic,9.434496327,18.65241167,40.52661596,54.95792723
Electricity [TWh],North Africa and Middle East,SSP1,baseline,9.434496327,18.65241167,40.52661596,54.95792723
Electricity [TWh],North Africa and Middle East,SSP1,optimistic,7.52520728,15.53589981,34.21509197,46.44909688
Electricity [TWh],North Africa and Middle East,SSP2,pessimistic,8.910437894,15.69927049,30.45615508,53.41328289
Electricity [TWh],North Africa and Middle East,SSP2,baseline,8.910437894,15.69927049,30.45615508,53.41328289
Electricity [TWh],North Africa and Middle East,SSP2,optimistic,7.072210029,12.97481919,25.71334047,45.33908961
Electricity [TWh],North Africa and Middle East,SSP3,pessimistic,8.683271057,14.191109,20.51179022,28.16141617
Electricity [TWh],North Africa and Middle East,SSP3,baseline,8.683271057,14.191109,20.51179022,28.16141617
Electricity [TWh],North Africa and Middle East,SSP3,optimistic,6.865610712,11.67392202,17.17435826,23.83251361
Electricity [TWh],North Africa and Middle East,SSP4,pessimistic,8.534823342,14.53475741,21.98087104,33.48257076
Electricity [TWh],North Africa and Middle East,SSP4,baseline,8.534823342,14.53475741,21.98087104,33.48257076
Electricity [TWh],North Africa and Middle East,SSP4,optimistic,6.734701186,11.96513628,18.44666309,28.4598236
Electricity [TWh],North Africa and Middle East,SSP5,pessimistic,9.526324312,19.50869449,44.70199131,59.67341408
Electricity [TWh],North Africa and Middle East,SSP5,baseline,9.526324312,19.50869449,44.70199131,59.67341408
Electricity [TWh],North Africa and Middle East,SSP5,optimistic,7.603682653,16.26374281,37.72054692,50.31192081
Electricity [TWh],Median,SSP1,pessimistic,9.247917125,18.15609218,37.29378416,50.28246154
Electricity [TWh],Median,SSP1,baseline,9.247917125,18.15609218,37.29378416,50.28246154
Electricity [TWh],Median,SSP1,optimistic,7.372903854,15.1208413,31.49415501,42.51376602
Electricity [TWh],Median,SSP2,pessimistic,8.818975454,15.25498706,29.1000313,49.16714027
Electricity [TWh],Median,SSP2,baseline,8.818975454,15.25498706,29.1000313,49.16714027
Electricity [TWh],Median,SSP2,optimistic,7.003022119,12.60600226,24.57604356,41.76737026
Electricity [TWh],Median,SSP3,pessimistic,8.617042096,13.93013017,19.9964196,27.34959096
Electricity [TWh],Median,SSP3,baseline,8.617042096,13.93013017,19.9964196,27.34959096
Electricity [TWh],Median,SSP3,optimistic,6.821935835,11.46040825,16.74771061,23.16060479
Electricity [TWh],Median,SSP4,pessimistic,8.474553868,14.16569271,21.38216104,32.54888221
Electricity [TWh],Median,SSP4,baseline,8.474553868,14.16569271,21.38216104,32.54888221
Electricity [TWh],Median,SSP4,optimistic,6.696217729,11.66152941,17.94961966,27.68117387
Electricity [TWh],Median,SSP5,pessimistic,9.311979339,18.88982368,40.91916515,54.60075804
Electricity [TWh],Median,SSP5,baseline,9.311979339,18.88982368,40.91916515,54.60075804
Electricity [TWh],Median,SSP5,optimistic,7.428315121,15.74520284,34.53470405,46.057625
GHG [GtonCO2_eq],Central Europe,SSP1,pessimistic,0.505183187,0.755278355,1.229723724,1.516713294
GHG [GtonCO2_eq],Central Europe,SSP1,baseline,0.505183187,0.755278355,1.229723724,1.516713294
GHG [GtonCO2_eq],Central Europe,SSP1,optimistic,0.581023931,0.852343073,1.361790965,1.659295197
GHG [GtonCO2_eq],Central Europe,SSP2,pessimistic,0.504909828,0.685944234,1.035902032,1.485050706
GHG [GtonCO2_eq],Central Europe,SSP2,baseline,0.504909828,0.685944234,1.035902032,1.485050706
GHG [GtonCO2_eq],Central Europe,SSP2,optimistic,0.580780883,0.776220254,1.150339451,1.625054274
GHG [GtonCO2_eq],Central Europe,SSP3,pessimistic,0.509212925,0.701014698,0.86554332,1.017461305
GHG [GtonCO2_eq],Central Europe,SSP3,baseline,0.509212925,0.701014698,0.86554332,1.017461305
GHG [GtonCO2_eq],Central Europe,SSP3,optimistic,0.5855187,0.793003261,0.964912211,1.119299076
GHG [GtonCO2_eq],Central Europe,SSP4,pessimistic,0.505682753,0.700787998,0.879088543,1.131268245
GHG [GtonCO2_eq],Central Europe,SSP4,baseline,0.505682753,0.700787998,0.879088543,1.131268245
GHG [GtonCO2_eq],Central Europe,SSP4,optimistic,0.581594645,0.792752073,0.979726288,1.242463178
GHG [GtonCO2_eq],Central Europe,SSP5,pessimistic,0.504727164,0.768957564,1.352165201,1.627011477
GHG [GtonCO2_eq],Central Europe,SSP5,baseline,0.504727164,0.768957564,1.352165201,1.627011477
GHG [GtonCO2_eq],Central Europe,SSP5,optimistic,0.580525327,0.867258095,1.495770126,1.779024799
GHG [GtonCO2_eq],Central Latin America,SSP1,pessimistic,0.310857207,0.588397383,1.00967743,1.21032748
GHG [GtonCO2_eq],Central Latin America,SSP1,baseline,0.310857207,0.588397383,1.00967743,1.21032748
GHG [GtonCO2_eq],Central Latin America,SSP1,optimistic,0.367131392,0.672613339,1.130549993,1.343584935
GHG [GtonCO2_eq],Central Latin America,SSP2,pessimistic,0.298537176,0.502099755,0.877429439,1.300369901
GHG [GtonCO2_eq],Central Latin America,SSP2,baseline,0.298537176,0.502099755,0.877429439,1.300369901
GHG [GtonCO2_eq],Central Latin America,SSP2,optimistic,0.353480583,0.577329732,0.987376535,1.445048993
GHG [GtonCO2_eq],Central Latin America,SSP3,pessimistic,0.287915848,0.463962721,0.641388268,0.850731037
GHG [GtonCO2_eq],Central Latin America,SSP3,baseline,0.287915848,0.463962721,0.641388268,0.850731037
GHG [GtonCO2_eq],Central Latin America,SSP3,optimistic,0.341638323,0.535127818,0.728239973,0.955385358
GHG [GtonCO2_eq],Central Latin America,SSP4,pessimistic,0.28235632,0.468290582,0.683099649,1.003846705
GHG [GtonCO2_eq],Central Latin America,SSP4,baseline,0.28235632,0.468290582,0.683099649,1.003846705
GHG [GtonCO2_eq],Central Latin America,SSP4,optimistic,0.335462285,0.539917162,0.774261486,1.12371478
GHG [GtonCO2_eq],Central Latin America,SSP5,pessimistic,0.312479784,0.605051687,1.056843169,1.219397911
GHG [GtonCO2_eq],Central Latin America,SSP5,baseline,0.312479784,0.605051687,1.056843169,1.219397911
GHG [GtonCO2_eq],Central Latin America,SSP5,optimistic,0.36893879,0.690815049,1.18124709,1.350710289
GHG [GtonCO2_eq],East Asia,SSP1,pessimistic,0.30864713,0.583918127,0.983894877,1.177222635
GHG [GtonCO2_eq],East Asia,SSP1,baseline,0.30864713,0.583918127,0.983894877,1.177222635
GHG [GtonCO2_eq],East Asia,SSP1,optimistic,0.36452012,0.667281872,1.101188035,1.305438131
GHG [GtonCO2_eq],East Asia,SSP2,pessimistic,0.296306082,0.498283652,0.863309373,1.266681514
GHG [GtonCO2_eq],East Asia,SSP2,baseline,0.296306082,0.498283652,0.863309373,1.266681514
GHG [GtonCO2_eq],East Asia,SSP2,optimistic,0.350846401,0.572765078,0.970985856,1.40638338
GHG [GtonCO2_eq],East Asia,SSP3,pessimistic,0.285660359,0.460147254,0.634720347,0.839801508
GHG [GtonCO2_eq],East Asia,SSP3,baseline,0.285660359,0.460147254,0.634720347,0.839801508
GHG [GtonCO2_eq],East Asia,SSP3,optimistic,0.338977041,0.53057081,0.720218686,0.942221751
GHG [GtonCO2_eq],East Asia,SSP4,pessimistic,0.280112247,0.464469218,0.676187139,0.991276927
GHG [GtonCO2_eq],East Asia,SSP4,baseline,0.280112247,0.464469218,0.676187139,0.991276927
GHG [GtonCO2_eq],East Asia,SSP4,optimistic,0.332814483,0.535352643,0.76594751,1.108626349
GHG [GtonCO2_eq],East Asia,SSP5,pessimistic,0.310270637,0.599345286,1.028901224,1.187745975
GHG [GtonCO2_eq],East Asia,SSP5,baseline,0.310270637,0.599345286,1.028901224,1.187745975
GHG [GtonCO2_eq],East Asia,SSP5,optimistic,0.366328462,0.68414393,1.149394928,1.314239657
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,pessimistic,0.307283405,0.581270929,1.009700294,1.196625143
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,baseline,0.307283405,0.581270929,1.009700294,1.196625143
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,optimistic,0.36184688,0.661325238,1.122094619,1.314794639
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,pessimistic,0.291637714,0.494180992,0.849985861,1.264457541
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,baseline,0.291637714,0.494180992,0.849985861,1.264457541
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,optimistic,0.344569853,0.565408896,0.94970554,1.391013817
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,pessimistic,0.278491821,0.451836979,0.613674373,0.791514368
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,baseline,0.278491821,0.451836979,0.613674373,0.791514368
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,optimistic,0.329906085,0.518809148,0.691584721,0.879553013
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,pessimistic,0.272821824,0.457693414,0.655163559,0.937565367
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,baseline,0.272821824,0.457693414,0.655163559,0.937565367
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,optimistic,0.323618661,0.525160558,0.737077341,1.038878452
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,pessimistic,0.309183769,0.598441738,1.067003927,1.207786337
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,baseline,0.309183769,0.598441738,1.067003927,1.207786337
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,optimistic,0.363924122,0.68005703,1.183608925,1.324557689
GHG [GtonCO2_eq],Median,SSP1,pessimistic,0.311443072,0.593912408,1.025082502,1.232498369
GHG [GtonCO2_eq],Median,SSP1,baseline,0.311443072,0.593912408,1.025082502,1.232498369
GHG [GtonCO2_eq],Median,SSP1,optimistic,0.367624723,0.678425751,1.147589213,1.367917363
GHG [GtonCO2_eq],Median,SSP2,pessimistic,0.298681987,0.505865259,0.883733829,1.318163854
GHG [GtonCO2_eq],Median,SSP2,baseline,0.298681987,0.505865259,0.883733829,1.318163854
GHG [GtonCO2_eq],Median,SSP2,optimistic,0.353520055,0.581217235,0.994167751,1.464633628
GHG [GtonCO2_eq],Median,SSP3,pessimistic,0.288092238,0.465010619,0.645325344,0.856136006
GHG [GtonCO2_eq],Median,SSP3,baseline,0.288092238,0.465010619,0.645325344,0.856136006
GHG [GtonCO2_eq],Median,SSP3,optimistic,0.341706671,0.536081251,0.732262105,0.960849631
GHG [GtonCO2_eq],Median,SSP4,pessimistic,0.282502065,0.470154174,0.688110533,1.012100381
GHG [GtonCO2_eq],Median,SSP4,baseline,0.282502065,0.470154174,0.688110533,1.012100381
GHG [GtonCO2_eq],Median,SSP4,optimistic,0.33549919,0.541713301,0.779432827,1.132296171
GHG [GtonCO2_eq],Median,SSP5,pessimistic,0.313282447,0.610220235,1.076363178,1.237975875
GHG [GtonCO2_eq],Median,SSP5,baseline,0.313282447,0.610220235,1.076363178,1.237975875
GHG [GtonCO2_eq],Median,SSP5,optimistic,0.369655063,0.696301725,1.202818905,1.371211747
CO2_f [GtonCO2_eq],Central Europe,SSP1,pessimistic,0.018549144,0.029528104,0.054816599,0.073615383
CO2_f [GtonCO2_eq],Central Europe,SSP1,baseline,0.018549144,0.029528104,0.054816599,0.073615383
CO2_f [GtonCO2_eq],Central Europe,SSP1,optimistic,0.015280221,0.024820111,0.046842337,0.063277567
CO2_f [GtonCO2_eq],Central Europe,SSP2,pessimistic,0.018435492,0.026255772,0.044992827,0.07168885
CO2_f [GtonCO2_eq],Central Europe,SSP2,baseline,0.018435492,0.026255772,0.044992827,0.07168885
CO2_f [GtonCO2_eq],Central Europe,SSP2,optimistic,0.015184729,0.021983332,0.038265757,0.061554681
CO2_f [GtonCO2_eq],Central Europe,SSP3,pessimistic,0.018659678,0.026536601,0.035689869,0.045712168
CO2_f [GtonCO2_eq],Central Europe,SSP3,baseline,0.018659678,0.026536601,0.035689869,0.045712168
CO2_f [GtonCO2_eq],Central Europe,SSP3,optimistic,0.015385371,0.022237111,0.030212665,0.038941051
CO2_f [GtonCO2_eq],Central Europe,SSP4,pessimistic,0.018562992,0.026530269,0.036278846,0.051786748
CO2_f [GtonCO2_eq],Central Europe,SSP4,baseline,0.018562992,0.026530269,0.036278846,0.051786748
CO2_f [GtonCO2_eq],Central Europe,SSP4,optimistic,0.01530162,0.022231587,0.030720684,0.044200364
CO2_f [GtonCO2_eq],Central Europe,SSP5,pessimistic,0.018520819,0.030363826,0.060209955,0.078951009
CO2_f [GtonCO2_eq],Central Europe,SSP5,baseline,0.018520819,0.030363826,0.060209955,0.078951009
CO2_f [GtonCO2_eq],Central Europe,SSP5,optimistic,0.015255659,0.025540711,0.051559214,0.067969753
CO2_f [GtonCO2_eq],Central Latin America,SSP1,pessimistic,0.012918083,0.025941636,0.057834317,0.082825189
CO2_f [GtonCO2_eq],Central Latin America,SSP1,baseline,0.012918083,0.025941636,0.057834317,0.082825189
CO2_f [GtonCO2_eq],Central Latin America,SSP1,optimistic,0.010694483,0.022727371,0.052736155,0.077259621
CO2_f [GtonCO2_eq],Central Latin America,SSP2,pessimistic,0.012433997,0.021838314,0.045136026,0.081546945
CO2_f [GtonCO2_eq],Central Latin America,SSP2,baseline,0.012433997,0.021838314,0.045136026,0.081546945
CO2_f [GtonCO2_eq],Central Latin America,SSP2,optimistic,0.010267519,0.01902224,0.041076849,0.076156816
CO2_f [GtonCO2_eq],Central Latin America,SSP3,pessimistic,0.012165556,0.020267189,0.030882095,0.044813127
CO2_f [GtonCO2_eq],Central Latin America,SSP3,baseline,0.012165556,0.020267189,0.030882095,0.044813127
CO2_f [GtonCO2_eq],Central Latin America,SSP3,optimistic,0.010031585,0.017614375,0.027956606,0.041740724
CO2_f [GtonCO2_eq],Central Latin America,SSP4,pessimistic,0.011972233,0.020448138,0.032850195,0.053260686
CO2_f [GtonCO2_eq],Central Latin America,SSP4,baseline,0.011972233,0.020448138,0.032850195,0.053260686
CO2_f [GtonCO2_eq],Central Latin America,SSP4,optimistic,0.009859064,0.017777402,0.029767495,0.049688273
CO2_f [GtonCO2_eq],Central Latin America,SSP5,pessimistic,0.012962669,0.027124237,0.063185692,0.090739497
CO2_f [GtonCO2_eq],Central Latin America,SSP5,baseline,0.012962669,0.027124237,0.063185692,0.090739497
CO2_f [GtonCO2_eq],Central Latin America,SSP5,optimistic,0.010733746,0.023790899,0.057638055,0.084645175
CO2_f [GtonCO2_eq],East Asia,SSP1,pessimistic,0.012219137,0.023184735,0.047661501,0.064655222
CO2_f [GtonCO2_eq],East Asia,SSP1,baseline,0.012219137,0.023184735,0.047661501,0.064655222
CO2_f [GtonCO2_eq],East Asia,SSP1,optimistic,0.009770873,0.019273195,0.040545987,0.055368223
CO2_f [GtonCO2_eq],East Asia,SSP2,pessimistic,0.011763774,0.019508448,0.037197818,0.062785816
CO2_f [GtonCO2_eq],East Asia,SSP2,baseline,0.011763774,0.019508448,0.037197818,0.062785816
CO2_f [GtonCO2_eq],East Asia,SSP2,optimistic,0.009377753,0.016075634,0.031407622,0.053660035
CO2_f [GtonCO2_eq],East Asia,SSP3,pessimistic,0.011515084,0.018112082,0.02548157,0.03429563
CO2_f [GtonCO2_eq],East Asia,SSP3,baseline,0.011515084,0.018112082,0.02548157,0.03429563
CO2_f [GtonCO2_eq],East Asia,SSP3,optimistic,0.009165013,0.014874684,0.02123212,0.028803162
CO2_f [GtonCO2_eq],East Asia,SSP4,pessimistic,0.011333471,0.018273029,0.027103284,0.040756016
CO2_f [GtonCO2_eq],East Asia,SSP4,baseline,0.011333471,0.018273029,0.027103284,0.040756016
CO2_f [GtonCO2_eq],East Asia,SSP4,optimistic,0.009006454,0.015013979,0.022630852,0.03439758
CO2_f [GtonCO2_eq],East Asia,SSP5,pessimistic,0.012260656,0.024164618,0.052352357,0.071127731
CO2_f [GtonCO2_eq],East Asia,SSP5,baseline,0.012260656,0.024164618,0.052352357,0.071127731
CO2_f [GtonCO2_eq],East Asia,SSP5,optimistic,0.00980651,0.020124828,0.044644022,0.061111609
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,pessimistic,0.014277351,0.030545702,0.073941821,0.110989213
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,baseline,0.014277351,0.030545702,0.073941821,0.110989213
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,optimistic,0.012217062,0.027916511,0.070630777,0.108863123
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,pessimistic,0.013527211,0.025791349,0.05625413,0.109043025
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,baseline,0.013527211,0.025791349,0.05625413,0.109043025
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,optimistic,0.011540558,0.023488627,0.053832654,0.107240454
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP3,pessimistic,0.013206035,0.023431213,0.038427442,0.05903442
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP3,baseline,0.013206035,0.023431213,0.038427442,0.05903442
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP3,optimistic,0.01124833,0.021300362,0.036759869,0.058353741
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP4,pessimistic,0.012983801,0.023986762,0.041066145,0.070032107
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP4,baseline,0.012983801,0.023986762,0.041066145,0.070032107
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP4,optimistic,0.011045949,0.021814551,0.039296073,0.069231957
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP5,pessimistic,0.014417252,0.031892752,0.081166887,0.119687814
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP5,baseline,0.014417252,0.031892752,0.081166887,0.119687814
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP5,optimistic,0.012343992,0.029160736,0.077468697,0.117166632
CO2_f [GtonCO2_eq],Median,SSP1,pessimistic,0.012623606,0.024417332,0.050147087,0.06838051
CO2_f [GtonCO2_eq],Median,SSP1,baseline,0.012623606,0.024417332,0.050147087,0.06838051
CO2_f [GtonCO2_eq],Median,SSP1,optimistic,0.010182025,0.020548516,0.043238614,0.059511797
CO2_f [GtonCO2_eq],Median,SSP2,pessimistic,0.012076567,0.020572654,0.039222209,0.066824983
CO2_f [GtonCO2_eq],Median,SSP2,baseline,0.012076567,0.020572654,0.039222209,0.066824983
CO2_f [GtonCO2_eq],Median,SSP2,optimistic,0.009706677,0.017178465,0.03365787,0.058165505
CO2_f [GtonCO2_eq],Median,SSP3,pessimistic,0.011834422,0.018885129,0.027200646,0.037375204
CO2_f [GtonCO2_eq],Median,SSP3,baseline,0.011834422,0.018885129,0.027200646,0.037375204
CO2_f [GtonCO2_eq],Median,SSP3,optimistic,0.009497926,0.015710025,0.023113508,0.032208773
CO2_f [GtonCO2_eq],Median,SSP4,pessimistic,0.011643998,0.019205041,0.029002691,0.04438146
CO2_f [GtonCO2_eq],Median,SSP4,baseline,0.011643998,0.019205041,0.029002691,0.04438146
CO2_f [GtonCO2_eq],Median,SSP4,optimistic,0.009330775,0.015991246,0.024691229,0.038395891
CO2_f [GtonCO2_eq],Median,SSP5,pessimistic,0.012710022,0.025369529,0.054983468,0.074657494
CO2_f [GtonCO2_eq],Median,SSP5,baseline,0.012710022,0.025369529,0.054983468,0.074657494
CO2_f [GtonCO2_eq],Median,SSP5,optimistic,0.010257877,0.021378656,0.04747748,0.065091766
CH4 [GtonCO2_eq],Central Europe,SSP1,pessimistic,0.22959026,0.333677105,0.513766873,0.597963207
CH4 [GtonCO2_eq],Central Europe,SSP1,baseline,0.22959026,0.333677105,0.513766873,0.597963207
