Impact,Region,SSP,Approach,2020,2030,2040,2050
Fossil Fuels [EJ],East Asia,SSP4,baseline,0.023834809,0.046397067,0.07917943,0.1313735
Fossil Fuels [EJ],East Asia,SSP4,optimistic,0.01947208,0.040627302,0.072070837,0.122549606
Fossil Fuels [EJ],East Asia,SSP5,pessimistic,0.027404308,0.066750805,0.168990619,0.233849742
Fossil Fuels [EJ],East Asia,SSP5,baseline,0.027404308,0.066750805,0.168990619,0.233849742
Fossil Fuels [EJ],East Asia,SSP5,optimistic,0.022721312,0.059350744,0.155864026,0.219358477
Fossil Fuels [EJ],North Africa and Middle East,SSP1,pessimistic,0.027719229,0.060401128,0.139427169,0.190826471
Fossil Fuels [EJ],North Africa and Middle East,SSP1,baseline,0.027719229,0.060401128,0.139427169,0.190826471
Fossil Fuels [EJ],North Africa and Middle East,SSP1,optimistic,0.02254752,0.051964048,0.123104087,0.169392527
Fossil Fuels [EJ],North Africa and Middle East,SSP2,pessimistic,0.025646293,0.050737087,0.103218632,0.181878495
Fossil Fuels [EJ],North Africa and Middle East,SSP2,baseline,0.025646293,0.050737087,0.103218632,0.181878495
Fossil Fuels [EJ],North Africa and Middle East,SSP2,optimistic,0.02068208,0.043266603,0.090512917,0.161337448
Fossil Fuels [EJ],North Africa and Middle East,SSP3,pessimistic,0.024698029,0.044352241,0.066269303,0.094337792
Fossil Fuels [EJ],North Africa and Middle East,SSP3,baseline,0.024698029,0.044352241,0.066269303,0.094337792
Fossil Fuels [EJ],North Africa and Middle East,SSP3,optimistic,0.019828734,0.037520368,0.057254963,0.082532229
Fossil Fuels [EJ],North Africa and Middle East,SSP4,pessimistic,0.02435532,0.045254125,0.072344431,0.112471229
Fossil Fuels [EJ],North Africa and Middle East,SSP4,baseline,0.02435532,0.045254125,0.072344431,0.112471229
Fossil Fuels [EJ],North Africa and Middle East,SSP4,optimistic,0.01952033,0.038332046,0.062723163,0.098856173
Fossil Fuels [EJ],North Africa and Middle East,SSP5,pessimistic,0.027884301,0.063592768,0.155701884,0.205314646
Fossil Fuels [EJ],North Africa and Middle East,SSP5,baseline,0.027884301,0.063592768,0.155701884,0.205314646
Fossil Fuels [EJ],North Africa and Middle East,SSP5,optimistic,0.022696069,0.054836461,0.137752897,0.18243496
Fossil Fuels [EJ],Median,SSP1,pessimistic,0.02727039,0.060900162,0.142187016,0.197725909
Fossil Fuels [EJ],Median,SSP1,baseline,0.02727039,0.060900162,0.142187016,0.197725909
Fossil Fuels [EJ],Median,SSP1,optimistic,0.022269624,0.052852729,0.127133035,0.178525988
Fossil Fuels [EJ],Median,SSP2,pessimistic,0.025327033,0.050764835,0.106261059,0.188909311
Fossil Fuels [EJ],Median,SSP2,baseline,0.025327033,0.050764835,0.106261059,0.188909311
Fossil Fuels [EJ],Median,SSP2,optimistic,0.020515224,0.043673828,0.094447632,0.1704693
Fossil Fuels [EJ],Median,SSP3,pessimistic,0.024268634,0.044429058,0.067616549,0.098034014
Fossil Fuels [EJ],Median,SSP3,baseline,0.024268634,0.044429058,0.067616549,0.098034014
Fossil Fuels [EJ],Median,SSP3,optimistic,0.019559735,0.03793593,0.059288891,0.087426623
Fossil Fuels [EJ],Median,SSP4,pessimistic,0.023921719,0.045162472,0.07386572,0.117712102
Fossil Fuels [EJ],Median,SSP4,baseline,0.023921719,0.045162472,0.07386572,0.117712102
Fossil Fuels [EJ],Median,SSP4,optimistic,0.019246552,0.038600136,0.064974382,0.10540864
Fossil Fuels [EJ],Median,SSP5,pessimistic,0.027442869,0.064299191,0.158599469,0.208808752
Fossil Fuels [EJ],Median,SSP5,baseline,0.027442869,0.064299191,0.158599469,0.208808752
Fossil Fuels [EJ],Median,SSP5,optimistic,0.022425331,0.055931008,0.14206507,0.188653592
Electricity [TWh],Central Europe,SSP1,pessimistic,3.551462762,6.311317434,12.07099523,15.46959837
Electricity [TWh],Central Europe,SSP1,baseline,3.551462762,6.311317434,12.07099523,15.46959837
Electricity [TWh],Central Europe,SSP1,optimistic,2.441252075,4.658813618,9.286752953,12.01755313
Electricity [TWh],Central Europe,SSP2,pessimistic,3.469232518,5.381116056,10.17153651,15.69286705
Electricity [TWh],Central Europe,SSP2,baseline,3.469232518,5.381116056,10.17153651,15.69286705
Electricity [TWh],Central Europe,SSP2,optimistic,2.375179527,3.911390638,7.76052526,12.19695099
Electricity [TWh],Central Europe,SSP3,pessimistic,3.439891525,5.290844429,7.336573946,9.684522711
Electricity [TWh],Central Europe,SSP3,baseline,3.439891525,5.290844429,7.336573946,9.684522711
Electricity [TWh],Central Europe,SSP3,optimistic,2.351603845,3.838856786,5.482614029,7.369206443
Electricity [TWh],Central Europe,SSP4,pessimistic,3.414142307,5.289733229,7.539261988,11.5083683
Electricity [TWh],Central Europe,SSP4,baseline,3.414142307,5.289733229,7.539261988,11.5083683
Electricity [TWh],Central Europe,SSP4,optimistic,2.330914177,3.83796393,5.645475216,8.834678478
Electricity [TWh],Central Europe,SSP5,pessimistic,3.543169052,6.613934363,12.96953017,15.99545711
Electricity [TWh],Central Europe,SSP5,baseline,3.543169052,6.613934363,12.96953017,15.99545711
Electricity [TWh],Central Europe,SSP5,optimistic,2.434588023,4.901968329,10.00873174,12.44008411
Electricity [TWh],Central Latin America,SSP1,pessimistic,1.964855541,4.57698461,10.60774319,14.49131411
Electricity [TWh],Central Latin America,SSP1,baseline,1.964855541,4.57698461,10.60774319,14.49131411
Electricity [TWh],Central Latin America,SSP1,optimistic,1.166402644,3.265265685,8.111020221,11.23149523
Electricity [TWh],Central Latin America,SSP2,pessimistic,1.820956396,3.750288369,7.957034906,13.8710726
Electricity [TWh],Central Latin America,SSP2,baseline,1.820956396,3.750288369,7.957034906,13.8710726
Electricity [TWh],Central Latin America,SSP2,optimistic,1.050778725,2.601009769,5.981158528,10.73312706
Electricity [TWh],Central Latin America,SSP3,pessimistic,1.727824275,3.263675393,4.937780748,7.090078873
Electricity [TWh],Central Latin America,SSP3,baseline,1.727824275,3.263675393,4.937780748,7.090078873
Electricity [TWh],Central Latin America,SSP3,optimistic,0.975946448,2.210013013,3.555167776,5.284553602
Electricity [TWh],Central Latin America,SSP4,pessimistic,1.699926403,3.306725782,5.417084237,8.630244649
Electricity [TWh],Central Latin America,SSP4,baseline,1.699926403,3.306725782,5.417084237,8.630244649
Electricity [TWh],Central Latin America,SSP4,optimistic,0.953530322,2.244604287,3.94029131,6.522087024
Electricity [TWh],Central Latin America,SSP5,pessimistic,1.979167372,4.856956011,11.84043339,15.58420294
Electricity [TWh],Central Latin America,SSP5,baseline,1.979167372,4.856956011,11.84043339,15.58420294
Electricity [TWh],Central Latin America,SSP5,optimistic,1.177902294,3.490224563,9.101494983,12.10963866
Electricity [TWh],East Asia,SSP1,pessimistic,1.967919219,4.569086357,10.55489911,14.44417971
Electricity [TWh],East Asia,SSP1,baseline,1.967919219,4.569086357,10.55489911,14.44417971
Electricity [TWh],East Asia,SSP1,optimistic,1.168864329,3.258919386,8.068559654,11.19362243
Electricity [TWh],East Asia,SSP2,pessimistic,1.824098395,3.75414733,7.935165441,13.79073859
Electricity [TWh],East Asia,SSP2,baseline,1.824098395,3.75414733,7.935165441,13.79073859
Electricity [TWh],East Asia,SSP2,optimistic,1.053303342,2.60411047,5.963586268,10.66857815
Electricity [TWh],East Asia,SSP3,pessimistic,1.731038705,3.267786284,4.942882949,7.096241538
Electricity [TWh],East Asia,SSP3,baseline,1.731038705,3.267786284,4.942882949,7.096241538
Electricity [TWh],East Asia,SSP3,optimistic,0.978529264,2.213316142,3.559267428,5.289505345
Electricity [TWh],East Asia,SSP4,pessimistic,1.703136143,3.310819092,5.422145694,8.612837496
Electricity [TWh],East Asia,SSP4,baseline,1.703136143,3.310819092,5.422145694,8.612837496
Electricity [TWh],East Asia,SSP4,optimistic,0.95610937,2.247893288,3.944358224,6.508100261
Electricity [TWh],East Asia,SSP5,pessimistic,1.982225017,4.839311414,11.78911304,15.49256696
Electricity [TWh],East Asia,SSP5,baseline,1.982225017,4.839311414,11.78911304,15.49256696
Electricity [TWh],East Asia,SSP5,optimistic,1.180359132,3.476047013,9.060258735,12.03600854
Electricity [TWh],North Africa and Middle East,SSP1,pessimistic,2.113279106,4.776114401,11.21189422,15.39272136
Electricity [TWh],North Africa and Middle East,SSP1,baseline,2.113279106,4.776114401,11.21189422,15.39272136
Electricity [TWh],North Africa and Middle East,SSP1,optimistic,1.285661963,3.425267794,8.596459586,11.95578194
Electricity [TWh],North Africa and Middle East,SSP2,pessimistic,1.944291194,3.988505092,8.262136282,14.66406351
Electricity [TWh],North Africa and Middle East,SSP2,baseline,1.944291194,3.988505092,8.262136282,14.66406351
Electricity [TWh],North Africa and Middle East,SSP2,optimistic,1.149879054,2.792418487,6.226309509,11.37030052
Electricity [TWh],North Africa and Middle East,SSP3,pessimistic,1.866987641,3.468146763,5.252029017,7.535388084
Electricity [TWh],North Africa and Middle East,SSP3,baseline,1.866987641,3.468146763,5.252029017,7.535388084
Electricity [TWh],North Africa and Middle East,SSP3,optimistic,1.087765136,2.374307116,3.807668346,5.642362508
Electricity [TWh],North Africa and Middle East,SSP4,pessimistic,1.839049686,3.541649385,5.746944244,9.012042772
Electricity [TWh],North Africa and Middle East,SSP4,baseline,1.839049686,3.541649385,5.746944244,9.012042772
Electricity [TWh],North Africa and Middle East,SSP4,optimistic,1.065316804,2.433366961,4.205336015,6.82886435
Electricity [TWh],North Africa and Middle East,SSP5,pessimistic,2.126735955,5.036229754,12.53772717,16.57253246
Electricity [TWh],North Africa and Middle East,SSP5,baseline,2.126735955,5.036229754,12.53772717,16.57253246
Electricity [TWh],North Africa and Middle East,SSP5,optimistic,1.29647463,3.634272205,9.661775158,12.90376799
Electricity [TWh],Median,SSP1,pessimistic,2.040599161,4.676549505,10.90981871,14.94201773
Electricity [TWh],Median,SSP1,baseline,2.040599161,4.676549505,10.90981871,14.94201773
Electricity [TWh],Median,SSP1,optimistic,1.227263145,3.345266738,8.353739907,11.59363858
Electricity [TWh],Median,SSP2,pessimistic,1.884194793,3.87132621,8.109585595,14.26756805
Electricity [TWh],Median,SSP2,baseline,1.884194793,3.87132621,8.109585595,14.26756805
Electricity [TWh],Median,SSP2,optimistic,1.101591197,2.698264477,6.103734019,11.05171379
Electricity [TWh],Median,SSP3,pessimistic,1.799013172,3.367966522,5.097455982,7.315814812
Electricity [TWh],Median,SSP3,baseline,1.799013172,3.367966522,5.097455982,7.315814812
Electricity [TWh],Median,SSP3,optimistic,1.033147199,2.293811628,3.683467886,5.465933928
Electricity [TWh],Median,SSP4,pessimistic,1.771092916,3.426234238,5.584544967,8.821143711
Electricity [TWh],Median,SSP4,baseline,1.771092916,3.426234238,5.584544967,8.821143711
Electricity [TWh],Median,SSP4,optimistic,1.010713088,2.340630124,4.074847117,6.675475687
Electricity [TWh],Median,SSP5,pessimistic,2.054480487,4.946592884,12.18908028,15.78983002
Electricity [TWh],Median,SSP5,baseline,2.054480487,4.946592884,12.18908028,15.78983002
Electricity [TWh],Median,SSP5,optimistic,1.238416882,3.562248385,9.38163507,12.27486138
GHG [GtonCO2_eq],Central Europe,SSP1,pessimistic,0.01680772,0.028697457,0.053271331,0.067359435
GHG [GtonCO2_eq],Central Europe,SSP1,baseline,0.01680772,0.028697457,0.053271331,0.067359435
GHG [GtonCO2_eq],Central Europe,SSP1,optimistic,0.016465423,0.028150545,0.052255298,0.065982465
GHG [GtonCO2_eq],Central Europe,SSP2,pessimistic,0.016448804,0.024658736,0.045089853,0.06831341
GHG [GtonCO2_eq],Central Europe,SSP2,baseline,0.016448804,0.024658736,0.045089853,0.06831341
GHG [GtonCO2_eq],Central Europe,SSP2,optimistic,0.016111488,0.024172316,0.044210021,0.06691894
GHG [GtonCO2_eq],Central Europe,SSP3,pessimistic,0.016320737,0.024266797,0.032878908,0.042641165
GHG [GtonCO2_eq],Central Europe,SSP3,baseline,0.016320737,0.024266797,0.032878908,0.042641165
GHG [GtonCO2_eq],Central Europe,SSP3,optimistic,0.015985199,0.023786248,0.032202357,0.041717619
GHG [GtonCO2_eq],Central Europe,SSP4,pessimistic,0.016208347,0.024261972,0.03375194,0.050434029
GHG [GtonCO2_eq],Central Europe,SSP4,baseline,0.016208347,0.024261972,0.03375194,0.050434029
GHG [GtonCO2_eq],Central Europe,SSP4,optimistic,0.015874369,0.023781496,0.033060855,0.049367533
GHG [GtonCO2_eq],Central Europe,SSP5,pessimistic,0.01677152,0.030011351,0.057141562,0.069606306
GHG [GtonCO2_eq],Central Europe,SSP5,baseline,0.01677152,0.030011351,0.057141562,0.069606306
GHG [GtonCO2_eq],Central Europe,SSP5,optimistic,0.016429725,0.029444759,0.0560611,0.06818812
GHG [GtonCO2_eq],Central Latin America,SSP1,pessimistic,0.010063537,0.021914765,0.049833728,0.068704776
GHG [GtonCO2_eq],Central Latin America,SSP1,baseline,0.010063537,0.021914765,0.049833728,0.068704776
GHG [GtonCO2_eq],Central Latin America,SSP1,optimistic,0.00987417,0.021667298,0.049544367,0.068564166
GHG [GtonCO2_eq],Central Latin America,SSP2,pessimistic,0.009424835,0.01820347,0.037732025,0.065825856
GHG [GtonCO2_eq],Central Latin America,SSP2,baseline,0.009424835,0.01820347,0.037732025,0.065825856
GHG [GtonCO2_eq],Central Latin America,SSP2,optimistic,0.009242174,0.017986649,0.037503028,0.065690503
GHG [GtonCO2_eq],Central Latin America,SSP3,pessimistic,0.009011464,0.016018914,0.02394774,0.03435112
GHG [GtonCO2_eq],Central Latin America,SSP3,baseline,0.009011464,0.016018914,0.02394774,0.03435112
GHG [GtonCO2_eq],Central Latin America,SSP3,optimistic,0.008833143,0.015820131,0.0237875,0.034273241
GHG [GtonCO2_eq],Central Latin America,SSP4,pessimistic,0.008887638,0.01621218,0.026135981,0.041499971
GHG [GtonCO2_eq],Central Latin America,SSP4,baseline,0.008887638,0.01621218,0.026135981,0.041499971
GHG [GtonCO2_eq],Central Latin America,SSP4,optimistic,0.008710617,0.016011802,0.025964826,0.041409038
GHG [GtonCO2_eq],Central Latin America,SSP5,pessimistic,0.010127061,0.023171644,0.055461526,0.07377754
GHG [GtonCO2_eq],Central Latin America,SSP5,baseline,0.010127061,0.023171644,0.055461526,0.07377754
GHG [GtonCO2_eq],Central Latin America,SSP5,optimistic,0.009937027,0.022913798,0.055144093,0.073627668
GHG [GtonCO2_eq],East Asia,SSP1,pessimistic,0.010002546,0.021572409,0.048420245,0.066221829
GHG [GtonCO2_eq],East Asia,SSP1,baseline,0.010002546,0.021572409,0.048420245,0.066221829
GHG [GtonCO2_eq],East Asia,SSP1,optimistic,0.009789313,0.02124744,0.047873728,0.065599091
GHG [GtonCO2_eq],East Asia,SSP2,pessimistic,0.009368551,0.017963309,0.036737935,0.063287862
GHG [GtonCO2_eq],East Asia,SSP2,baseline,0.009368551,0.017963309,0.036737935,0.063287862
GHG [GtonCO2_eq],East Asia,SSP2,optimistic,0.00916286,0.017678058,0.036304566,0.062689722
GHG [GtonCO2_eq],East Asia,SSP3,pessimistic,0.008958323,0.015809374,0.023394299,0.033229399
GHG [GtonCO2_eq],East Asia,SSP3,baseline,0.008958323,0.015809374,0.023394299,0.033229399
GHG [GtonCO2_eq],East Asia,SSP3,optimistic,0.008757512,0.015547827,0.023090169,0.032883267
GHG [GtonCO2_eq],East Asia,SSP4,pessimistic,0.008835323,0.015999952,0.025531499,0.040038954
GHG [GtonCO2_eq],East Asia,SSP4,baseline,0.008835323,0.015999952,0.025531499,0.040038954
GHG [GtonCO2_eq],East Asia,SSP4,optimistic,0.008635974,0.015736308,0.02520667,0.039635731
GHG [GtonCO2_eq],East Asia,SSP5,pessimistic,0.010065609,0.022769148,0.053924037,0.070929115
GHG [GtonCO2_eq],East Asia,SSP5,baseline,0.010065609,0.022769148,0.053924037,0.070929115
GHG [GtonCO2_eq],East Asia,SSP5,optimistic,0.009851627,0.022431009,0.053324214,0.070266911
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,pessimistic,0.010818698,0.023199752,0.054114887,0.075842645
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,baseline,0.010818698,0.023199752,0.054114887,0.075842645
GHG [GtonCO2_eq],North Africa and Middle East,SSP1,optimistic,0.010651032,0.023038321,0.054128292,0.076288602
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,pessimistic,0.010062347,0.019605284,0.040263511,0.072324857
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,baseline,0.010062347,0.019605284,0.040263511,0.072324857
GHG [GtonCO2_eq],North Africa and Middle East,SSP2,optimistic,0.009901408,0.019462348,0.040273946,0.072752237
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,pessimistic,0.009716354,0.017230488,0.026128749,0.037909298
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,baseline,0.009716354,0.017230488,0.026128749,0.037909298
GHG [GtonCO2_eq],North Africa and Middle East,SSP3,optimistic,0.009558492,0.017099771,0.026136152,0.038154926
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,pessimistic,0.00959131,0.017565937,0.028452755,0.045038237
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,baseline,0.00959131,0.017565937,0.028452755,0.045038237
GHG [GtonCO2_eq],North Africa and Middle East,SSP4,optimistic,0.00943456,0.017433494,0.028460657,0.045321514
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,pessimistic,0.010878928,0.024386859,0.06034069,0.081538494
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,baseline,0.010878928,0.024386859,0.06034069,0.081538494
GHG [GtonCO2_eq],North Africa and Middle East,SSP5,optimistic,0.010710726,0.02421932,0.06035543,0.082014532
GHG [GtonCO2_eq],Median,SSP1,pessimistic,0.010306473,0.021980208,0.049738092,0.067944156
GHG [GtonCO2_eq],Median,SSP1,baseline,0.010306473,0.021980208,0.049738092,0.067944156
GHG [GtonCO2_eq],Median,SSP1,optimistic,0.010085573,0.021637376,0.049133824,0.067223292
GHG [GtonCO2_eq],Median,SSP2,pessimistic,0.009618052,0.018424887,0.037316304,0.064938374
GHG [GtonCO2_eq],Median,SSP2,baseline,0.009618052,0.018424887,0.037316304,0.064938374
GHG [GtonCO2_eq],Median,SSP2,optimistic,0.009405499,0.0181228,0.036842113,0.064246041
GHG [GtonCO2_eq],Median,SSP3,pessimistic,0.009243121,0.016202392,0.023954547,0.033956884
GHG [GtonCO2_eq],Median,SSP3,baseline,0.009243121,0.016202392,0.023954547,0.033956884
GHG [GtonCO2_eq],Median,SSP3,optimistic,0.009035113,0.015925775,0.023620275,0.033558628
GHG [GtonCO2_eq],Median,SSP4,pessimistic,0.009120229,0.016459662,0.026115266,0.040665599
GHG [GtonCO2_eq],Median,SSP4,baseline,0.009120229,0.016459662,0.026115266,0.040665599
GHG [GtonCO2_eq],Median,SSP4,optimistic,0.008913711,0.016180097,0.025758367,0.040203664
GHG [GtonCO2_eq],Median,SSP5,pessimistic,0.010367573,0.023172536,0.055412875,0.071722554
GHG [GtonCO2_eq],Median,SSP5,baseline,0.010367573,0.023172536,0.055412875,0.071722554
GHG [GtonCO2_eq],Median,SSP5,optimistic,0.010145932,0.02281604,0.054749184,0.070965825
CO2_f [GtonCO2_eq],Central Europe,SSP1,pessimistic,0.003740651,0.006543851,0.012374074,0.015780025
CO2_f [GtonCO2_eq],Central Europe,SSP1,baseline,0.003740651,0.006543851,0.012374074,0.015780025
CO2_f [GtonCO2_eq],Central Europe,SSP1,optimistic,0.002719345,0.005020255,0.009798373,0.012575815
CO2_f [GtonCO2_eq],Central Europe,SSP2,pessimistic,0.003656742,0.005596437,0.010444917,0.016006144
CO2_f [GtonCO2_eq],Central Europe,SSP2,baseline,0.003656742,0.005596437,0.010444917,0.016006144
CO2_f [GtonCO2_eq],Central Europe,SSP2,optimistic,0.0026503,0.004241362,0.008214493,0.012761213
CO2_f [GtonCO2_eq],Central Europe,SSP3,pessimistic,0.003626802,0.005504495,0.007565631,0.009921103
CO2_f [GtonCO2_eq],Central Europe,SSP3,baseline,0.003626802,0.005504495,0.007565631,0.009921103
CO2_f [GtonCO2_eq],Central Europe,SSP3,optimistic,0.002625664,0.004165774,0.005850534,0.007772012
CO2_f [GtonCO2_eq],Central Europe,SSP4,pessimistic,0.003600527,0.005503363,0.007771488,0.01176823
CO2_f [GtonCO2_eq],Central Europe,SSP4,baseline,0.003600527,0.005503363,0.007771488,0.01176823
CO2_f [GtonCO2_eq],Central Europe,SSP4,optimistic,0.002604043,0.004164843,0.006019547,0.009286494
CO2_f [GtonCO2_eq],Central Europe,SSP5,pessimistic,0.003732188,0.006852068,0.013286657,0.016312597
CO2_f [GtonCO2_eq],Central Europe,SSP5,baseline,0.003732188,0.006852068,0.013286657,0.016312597
CO2_f [GtonCO2_eq],Central Europe,SSP5,optimistic,0.002712381,0.005273648,0.010547624,0.013012477
CO2_f [GtonCO2_eq],Central Latin America,SSP1,pessimistic,0.002232207,0.005234146,0.012639125,0.018166654
CO2_f [GtonCO2_eq],Central Latin America,SSP1,baseline,0.002232207,0.005234146,0.012639125,0.018166654
CO2_f [GtonCO2_eq],Central Latin America,SSP1,optimistic,0.001531979,0.004137402,0.010704643,0.015840756
CO2_f [GtonCO2_eq],Central Latin America,SSP2,pessimistic,0.00207888,0.004317586,0.009528574,0.017398635
CO2_f [GtonCO2_eq],Central Latin America,SSP2,baseline,0.00207888,0.004317586,0.009528574,0.017398635
CO2_f [GtonCO2_eq],Central Latin America,SSP2,optimistic,0.001403449,0.003356661,0.007997648,0.015159695
CO2_f [GtonCO2_eq],Central Latin America,SSP3,pessimistic,0.001979646,0.003778078,0.005985543,0.009002023
CO2_f [GtonCO2_eq],Central Latin America,SSP3,baseline,0.001979646,0.003778078,0.005985543,0.009002023
CO2_f [GtonCO2_eq],Central Latin America,SSP3,optimistic,0.001320264,0.002897099,0.004914283,0.007713771
CO2_f [GtonCO2_eq],Central Latin America,SSP4,pessimistic,0.001949921,0.003825808,0.006547995,0.010909144
CO2_f [GtonCO2_eq],Central Latin America,SSP4,baseline,0.001949921,0.003825808,0.006547995,0.010909144
CO2_f [GtonCO2_eq],Central Latin America,SSP4,optimistic,0.001295346,0.002937756,0.005403764,0.009404963
CO2_f [GtonCO2_eq],Central Latin America,SSP5,pessimistic,0.002247456,0.00554455,0.014085661,0.019519931
CO2_f [GtonCO2_eq],Central Latin America,SSP5,baseline,0.002247456,0.00554455,0.014085661,0.019519931
CO2_f [GtonCO2_eq],Central Latin America,SSP5,optimistic,0.001544762,0.00440181,0.011963508,0.017040811
CO2_f [GtonCO2_eq],East Asia,SSP1,pessimistic,0.002148751,0.004868267,0.011212449,0.015472168
CO2_f [GtonCO2_eq],East Asia,SSP1,baseline,0.002148751,0.004868267,0.011212449,0.015472168
CO2_f [GtonCO2_eq],East Asia,SSP1,optimistic,0.001420798,0.003683634,0.008989821,0.012599692
CO2_f [GtonCO2_eq],East Asia,SSP2,pessimistic,0.002000585,0.00402229,0.008461982,0.014778396
CO2_f [GtonCO2_eq],East Asia,SSP2,baseline,0.002000585,0.00402229,0.008461982,0.014778396
CO2_f [GtonCO2_eq],East Asia,SSP2,optimistic,0.001298378,0.002982444,0.006699516,0.012019383
CO2_f [GtonCO2_eq],East Asia,SSP3,pessimistic,0.001904714,0.003517405,0.005320375,0.007670713
CO2_f [GtonCO2_eq],East Asia,SSP3,baseline,0.001904714,0.003517405,0.005320375,0.007670713
CO2_f [GtonCO2_eq],East Asia,SSP3,optimistic,0.001219165,0.002563969,0.004083511,0.006074124
CO2_f [GtonCO2_eq],East Asia,SSP4,pessimistic,0.001875969,0.003562077,0.005823554,0.009280914
CO2_f [GtonCO2_eq],East Asia,SSP4,baseline,0.001875969,0.003562077,0.005823554,0.009280914
CO2_f [GtonCO2_eq],East Asia,SSP4,optimistic,0.001195415,0.002600995,0.004502507,0.007420984
CO2_f [GtonCO2_eq],East Asia,SSP5,pessimistic,0.002163488,0.005148784,0.012508254,0.016585262
CO2_f [GtonCO2_eq],East Asia,SSP5,baseline,0.002163488,0.005148784,0.012508254,0.016585262
CO2_f [GtonCO2_eq],East Asia,SSP5,optimistic,0.001432975,0.003916141,0.010068833,0.013530745
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,pessimistic,0.002467317,0.005766187,0.014558282,0.021629272
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,baseline,0.002467317,0.005766187,0.014558282,0.021629272
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP1,optimistic,0.001765223,0.00471413,0.012794078,0.019669329
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,pessimistic,0.002282265,0.004846426,0.010791787,0.02061937
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,baseline,0.002282265,0.004846426,0.010791787,0.02061937
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP2,optimistic,0.00160834,0.003914898,0.009418549,0.018741074
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP3,pessimistic,0.002197613,0.004238757,0.006948234,0.010739194
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP3,baseline,0.002197613,0.004238757,0.006948234,0.010739194
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP3,optimistic,0.001536574,0.00338686,0.005973961,0.00965968
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP4,pessimistic,0.002167019,0.004324593,0.007580182,0.012785803
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP4,baseline,0.002167019,0.004324593,0.007580182,0.012785803
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP4,optimistic,0.001510638,0.003461448,0.006540312,0.011540827
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP5,pessimistic,0.002482053,0.006069947,0.016251215,0.023264463
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP5,baseline,0.002482053,0.006069947,0.016251215,0.023264463
CO2_f [GtonCO2_eq],North Africa and Middle East,SSP5,optimistic,0.001777716,0.004978084,0.014311283,0.021172319
CO2_f [GtonCO2_eq],Median,SSP1,pessimistic,0.002205488,0.004905543,0.011297818,0.015445021
CO2_f [GtonCO2_eq],Median,SSP1,baseline,0.002205488,0.004905543,0.011297818,0.015445021
CO2_f [GtonCO2_eq],Median,SSP1,optimistic,0.001459426,0.003685123,0.008956756,0.012381132
CO2_f [GtonCO2_eq],Median,SSP2,pessimistic,0.002045487,0.004081261,0.008428497,0.014753254
CO2_f [GtonCO2_eq],Median,SSP2,baseline,0.002045487,0.004081261,0.008428497,0.014753254
CO2_f [GtonCO2_eq],Median,SSP2,optimistic,0.001327614,0.003005887,0.006591377,0.01181063
CO2_f [GtonCO2_eq],Median,SSP3,pessimistic,0.001958346,0.003565987,0.005342051,0.007623008
CO2_f [GtonCO2_eq],Median,SSP3,baseline,0.001958346,0.003565987,0.005342051,0.007623008
CO2_f [GtonCO2_eq],Median,SSP3,optimistic,0.001255827,0.002581283,0.004047007,0.0059303
CO2_f [GtonCO2_eq],Median,SSP4,pessimistic,0.001929783,0.003625634,0.005841158,0.009166988
CO2_f [GtonCO2_eq],Median,SSP4,baseline,0.001929783,0.003625634,0.005841158,0.009166988
CO2_f [GtonCO2_eq],Median,SSP4,optimistic,0.001232297,0.002630434,0.004458455,0.007203623
CO2_f [GtonCO2_eq],Median,SSP5,pessimistic,0.002219689,0.005181978,0.012608642,0.016314601
CO2_f [GtonCO2_eq],Median,SSP5,baseline,0.002219689,0.005181978,0.012608642,0.016314601
CO2_f [GtonCO2_eq],Median,SSP5,optimistic,0.001471124,0.003912915,0.010037358,0.013098277
CH4 [GtonCO2_eq],Central Europe,SSP1,pessimistic,0.000889377,0.0014901,0.002684111,0.003286107
CH4 [GtonCO2_eq],Central Europe,SSP1,baseline,0.000889377,0.0014901,0.002684111,0.003286107
