,,,2020,2030,2040,2050
CO2_b [GtonCO2_eq],East Asia,SSP5,0.016585913418362623,0.027942467784855866,0.04101373120830213,0.05431318274082211
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP1,0.006648169525064564,0.010201388936626133,0.012876732252437535,0.01938927953746433
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP2,0.00678080154166394,0.01047648752063708,0.012979267700751944,0.018180590401839426
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP3,0.007051491260577252,0.01008343454701025,0.013286798725918241,0.01805694707071735
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP4,0.00705321388017344,0.01005512019345992,0.013590247076485904,0.01814553450432624
CO2_b [GtonCO2_eq],North Africa and Middle East,SSP5,0.006656793067328914,0.010217634410465377,0.013540704456475768,0.020761365288866074
Eutrop. [MtonPO4_eq],Central Europe,SSP1,0.33545095981631057,0.6746361871199767,1.05227153485007,1.5584450453958592
Eutrop. [MtonPO4_eq],Central Europe,SSP2,0.34055095968263926,0.618654131225061,0.9913520269625513,1.3801361410563193
Eutrop. [MtonPO4_eq],Central Europe,SSP3,0.34287514847425693,0.5550528094685883,0.8458938625176075,1.1577193099124983
Eutrop. [MtonPO4_eq],Central Europe,SSP4,0.34228996402329853,0.5583746049171336,0.8783864391895921,1.2834083867392234
Eutrop. [MtonPO4_eq],Central Europe,SSP5,0.3363996294517584,0.6885443220076364,1.162299470927117,1.8215755499269366
Eutrop. [MtonPO4_eq],Central Latin America,SSP1,0.15677753368124928,0.27203524480968666,0.3948568195487497,0.6550797019810237
Eutrop. [MtonPO4_eq],Central Latin America,SSP2,0.16063374962166876,0.25466929406593514,0.3723791525221884,0.5720160918952762
Eutrop. [MtonPO4_eq],Central Latin America,SSP3,0.1649980095459434,0.23146625296848575,0.3145879865122573,0.4577842732048857
Eutrop. [MtonPO4_eq],Central Latin America,SSP4,0.16467219626529925,0.2320011911332931,0.32874696254822416,0.5252489821857907
Eutrop. [MtonPO4_eq],Central Latin America,SSP5,0.15896936849863136,0.27909115741379625,0.4424308272055024,0.7233574036875258
Eutrop. [MtonPO4_eq],East Asia,SSP1,0.345085674951122,0.5772145492092078,0.8149431322780599,1.120593844711168
Eutrop. [MtonPO4_eq],East Asia,SSP2,0.3459225191166985,0.5422576688659146,0.7772372700095245,1.0314470653383179
Eutrop. [MtonPO4_eq],East Asia,SSP3,0.35063064310458747,0.4943086249409959,0.6776113271430594,0.853741746249615
Eutrop. [MtonPO4_eq],East Asia,SSP4,0.35018828173672817,0.49823918034738895,0.7027045594740446,0.9680992699798776
Eutrop. [MtonPO4_eq],East Asia,SSP5,0.3465718712526593,0.589644198346213,0.8781820736389582,1.1797785249050516
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP1,0.1381523188413503,0.21292335880470023,0.27053118967599965,0.4100191908983948
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP2,0.14090847910114518,0.21866521561194274,0.2726853881381808,0.38445940975876863
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP3,0.14653354810886102,0.21046141514404682,0.2791464011085881,0.3818447618814127
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP4,0.1465693450136743,0.20987043804301816,0.285521639924924,0.38371809336758445
Eutrop. [MtonPO4_eq],North Africa and Middle East,SSP5,0.13833152040291508,0.21326243428516595,0.2844807839322614,0.4390342705222309
